id,multiplier,recorded_at
8965,3.49,2026-05-23 08:01:55.690067+00
8966,1.61,2026-05-23 08:02:12.289847+00
8967,2.31,2026-05-23 08:02:37.259026+00
8968,1.84,2026-05-23 08:03:02.558628+00
8969,1.51,2026-05-23 08:03:19.642864+00
8970,1.91,2026-05-23 08:03:36.224924+00
8971,1.72,2026-05-23 08:04:01.112083+00
8972,1.03,2026-05-23 08:04:09.426033+00
8973,1.47,2026-05-23 08:04:34.295555+00
8974,2.62,2026-05-23 08:04:59.154122+00
8975,1.36,2026-05-23 08:05:15.788078+00
8976,1.46,2026-05-23 08:05:32.415673+00
8977,8.04,2026-05-23 08:06:05.669814+00
8978,9.16,2026-05-23 08:06:39.007268+00
8979,1.1,2026-05-23 08:06:55.619381+00
8980,1.04,2026-05-23 08:07:12.379613+00
8981,1.74,2026-05-23 08:07:28.881443+00
8982,1.35,2026-05-23 08:07:45.471675+00
8983,2.15,2026-05-23 08:08:10.592329+00
8984,1.32,2026-05-23 08:08:27.749802+00
8985,1.14,2026-05-23 08:08:44.692421+00
8986,1.17,2026-05-23 08:08:52.983133+00
8987,1.83,2026-05-23 08:09:18.136562+00
8988,4.68,2026-05-23 08:09:51.391682+00
8989,1.25,2026-05-23 08:10:08.224411+00
8990,1.2,2026-05-23 08:10:16.523835+00
8991,1.49,2026-05-23 08:10:41.651637+00
8992,2.09,2026-05-23 08:10:58.205121+00
8993,1.36,2026-05-23 08:11:14.783056+00
8994,1.24,2026-05-23 08:11:31.572067+00
8995,2.79,2026-05-23 08:11:56.36766+00
8996,1.33,2026-05-23 08:12:12.90961+00
8997,1.04,2026-05-23 08:12:29.539232+00
8998,2.13,2026-05-23 08:12:54.607484+00
8999,1.15,2026-05-23 08:13:02.904218+00
9000,1.27,2026-05-23 08:13:34.677217+00
9001,1.44,2026-05-23 08:13:43.071733+00
9002,1.06,2026-05-23 08:13:51.284382+00
9003,1.84,2026-05-23 08:14:16.254752+00
9004,1.21,2026-05-23 08:14:32.762652+00
9005,1.83,2026-05-23 08:14:49.437031+00
9006,4.74,2026-05-23 08:15:22.606464+00
9007,12.23,2026-05-23 08:16:03.90758+00
9008,3.89,2026-05-23 08:16:37.165944+00
9009,2.59,2026-05-23 08:17:02.246338+00
9010,2.4,2026-05-23 08:17:27.412434+00
9011,1.04,2026-05-23 08:17:44.03974+00
9012,2.14,2026-05-23 08:18:00.606578+00
9013,45.88,2026-05-23 08:19:06.742208+00
9014,1.06,2026-05-23 08:19:15.165655+00
9015,4.26,2026-05-23 08:19:48.266748+00
9016,1.88,2026-05-23 08:20:13.484096+00
9017,1.97,2026-05-23 08:20:30.27853+00
9018,54.77,2026-05-23 08:21:36.345412+00
9019,1.44,2026-05-23 08:21:53.035276+00
9020,1.46,2026-05-23 08:22:09.748917+00
9021,82.62,2026-05-23 08:23:15.715794+00
9022,17,2026-05-23 08:24:05.337926+00
9023,1.33,2026-05-23 08:24:22.034403+00
9024,13.11,2026-05-23 08:25:12.125716+00
9025,7.26,2026-05-23 08:25:45.290811+00
9026,1.97,2026-05-23 08:26:10.6437+00
9027,1.43,2026-05-23 08:26:27.345735+00
9028,4.67,2026-05-23 08:27:00.647214+00
9029,1.63,2026-05-23 08:27:17.290721+00
9030,1.71,2026-05-23 08:27:34.002055+00
9031,3.31,2026-05-23 08:28:07.318595+00
9032,3.95,2026-05-23 08:28:32.210422+00
9033,35.68,2026-05-23 08:29:38.329593+00
9034,1.86,2026-05-23 08:29:55.046057+00
9035,17.49,2026-05-23 08:30:44.939921+00
9036,1.41,2026-05-23 08:31:01.624684+00
9037,2.05,2026-05-23 08:31:26.512061+00
9038,1.66,2026-05-23 08:31:43.313714+00
9039,2.02,2026-05-23 08:32:08.320734+00
9040,1.49,2026-05-23 08:32:25.013617+00
9041,2.09,2026-05-23 08:32:41.58207+00
9042,1.65,2026-05-23 08:33:06.6476+00
9043,1.97,2026-05-23 08:33:23.254987+00
9044,1.28,2026-05-23 08:33:39.717257+00
9045,1.18,2026-05-23 08:33:56.339705+00
9046,3.52,2026-05-23 08:34:29.579578+00
9047,1.27,2026-05-23 08:35:20.292885+00
9048,1.08,2026-05-23 08:35:28.562946+00
9049,1.07,2026-05-23 08:35:45.159437+00
9050,1.52,2026-05-23 08:36:01.966047+00
9051,10.78,2026-05-23 08:36:43.273906+00
9052,22.13,2026-05-23 08:37:41.187383+00
9053,1.03,2026-05-23 08:37:49.50748+00
9054,1.05,2026-05-23 08:38:06.089072+00
9055,1.69,2026-05-23 08:38:22.603704+00
9056,1.98,2026-05-23 08:38:47.679777+00
9057,1.14,2026-05-23 08:38:56.036641+00
9058,1.21,2026-05-23 08:39:12.590223+00
9059,1.41,2026-05-23 08:39:29.252958+00
9060,1.12,2026-05-23 08:39:45.688608+00
9061,4.48,2026-05-23 08:40:19.244194+00
9062,1.18,2026-05-23 08:40:36.052975+00
9063,7.39,2026-05-23 08:41:09.010464+00
9064,9.34,2026-05-23 08:42:07.253447+00
9065,1.74,2026-05-23 08:42:07.253447+00
9066,1.13,2026-05-23 08:42:24.055363+00
9067,1.04,2026-05-23 08:42:32.227009+00
9068,1.41,2026-05-23 08:42:48.854471+00
9069,29.49,2026-05-23 08:43:46.72865+00
9070,1.74,2026-05-23 08:44:03.463235+00
9071,1.71,2026-05-23 08:44:28.413365+00
9072,1.5,2026-05-23 08:44:45.23653+00
9073,1.51,2026-05-23 08:45:01.930911+00
9074,1.37,2026-05-23 08:45:18.57087+00
9075,1.5,2026-05-23 08:45:35.217319+00
9076,3.12,2026-05-23 08:46:08.66174+00
9077,30.43,2026-05-23 08:47:06.220257+00
9078,1.74,2026-05-23 08:47:22.960527+00
9079,1.25,2026-05-23 08:47:39.505691+00
9080,1.41,2026-05-23 08:47:56.253152+00
9081,9.46,2026-05-23 08:48:29.384491+00
9082,7.66,2026-05-23 08:49:10.742958+00
9083,12.79,2026-05-23 08:49:51.864691+00
9084,10.98,2026-05-23 08:50:42.210736+00
9085,11.38,2026-05-23 08:51:23.996009+00
9086,1.56,2026-05-23 08:51:40.695751+00
9087,1.51,2026-05-23 08:51:57.186341+00
9088,1.7,2026-05-23 08:52:22.2825+00
9089,1.26,2026-05-23 08:52:30.571998+00
9090,3.81,2026-05-23 08:53:03.804696+00
9091,186.4,2026-05-23 08:54:26.4757+00
9092,6.1,2026-05-23 08:54:59.771536+00
9093,1.82,2026-05-23 08:55:16.379403+00
9094,1.08,2026-05-23 08:55:32.958406+00
9095,1.03,2026-05-23 08:55:49.802327+00
9096,2.49,2026-05-23 08:56:14.897311+00
9097,2.33,2026-05-23 08:56:31.323514+00
9098,4.11,2026-05-23 08:57:04.435046+00
9099,3.9,2026-05-23 08:57:37.899742+00
9100,1.29,2026-05-23 08:57:54.45155+00
9101,6.46,2026-05-23 08:58:27.763256+00
9102,9.61,2026-05-23 08:59:00.959+00
9103,1.33,2026-05-23 08:59:17.723941+00
9104,7.02,2026-05-23 08:59:59.249823+00
9105,1.09,2026-05-23 09:00:15.995547+00
9106,1.39,2026-05-23 09:00:32.566586+00
9107,4.49,2026-05-23 09:00:57.391137+00
9108,10.23,2026-05-23 09:01:47.423715+00
9109,1.92,2026-05-23 09:02:04.184808+00
9110,2.38,2026-05-23 09:02:29.356903+00
9111,1.19,2026-05-23 09:03:19.433428+00
9112,1.78,2026-05-23 09:03:36.060814+00
9113,2.1,2026-05-23 09:04:00.896876+00
9114,8.99,2026-05-23 09:04:42.307001+00
9115,2.58,2026-05-23 09:05:07.315763+00
9116,1.01,2026-05-23 09:05:24.032131+00
9117,3.15,2026-05-23 09:05:49.017928+00
9118,9.07,2026-05-23 09:06:22.260478+00
9119,1.02,2026-05-23 09:06:30.654818+00
9120,1.13,2026-05-23 09:06:47.306167+00
9121,3.22,2026-05-23 09:07:12.290274+00
9122,2.05,2026-05-23 09:07:37.259427+00
9123,1.38,2026-05-23 09:07:53.930089+00
9124,8.98,2026-05-23 09:08:35.48504+00
9125,1.35,2026-05-23 09:08:52.077276+00
9126,1.04,2026-05-23 09:09:09.120291+00
9127,14.09,2026-05-23 09:09:50.516272+00
9128,10.79,2026-05-23 09:10:32.057216+00
9129,1.14,2026-05-23 09:10:48.738789+00
9130,2,2026-05-23 09:11:13.73595+00
9131,4.74,2026-05-23 09:11:47.581623+00
9132,1.92,2026-05-23 09:12:04.39764+00
9133,501,2026-05-23 09:13:34.540043+00
9134,1.71,2026-05-23 09:13:59.726734+00
9135,24.08,2026-05-23 09:14:49.375277+00
9136,9.28,2026-05-23 09:15:22.919735+00
9137,23.16,2026-05-23 09:16:12.272561+00
9138,3.11,2026-05-23 09:16:45.794216+00
9139,2.12,2026-05-23 09:17:02.482617+00
9140,1.14,2026-05-23 09:17:19.261003+00
9141,3.97,2026-05-23 09:17:52.460223+00
9142,7.87,2026-05-23 09:18:33.954589+00
9143,2.22,2026-05-23 09:18:50.606973+00
9144,9.99,2026-05-23 09:19:32.068094+00
9145,1.21,2026-05-23 09:19:48.57221+00
9146,1.13,2026-05-23 09:20:05.304797+00
9147,3.16,2026-05-23 09:20:30.107346+00
9148,2.37,2026-05-23 09:20:55.055073+00
9149,1.49,2026-05-23 09:21:11.634189+00
9150,2.01,2026-05-23 09:21:36.736037+00
9151,7.49,2026-05-23 09:22:09.806697+00
9152,1.4,2026-05-23 09:22:34.883462+00
9153,1.01,2026-05-23 09:22:43.297644+00
9154,1.01,2026-05-23 09:23:00.180525+00
9155,1.54,2026-05-23 09:23:16.905583+00
9156,2.39,2026-05-23 09:23:41.968164+00
9157,2.92,2026-05-23 09:24:06.99646+00
9158,1.4,2026-05-23 09:24:23.732474+00
9159,1.09,2026-05-23 09:24:40.392578+00
9160,2.98,2026-05-23 09:25:05.569136+00
9161,3.78,2026-05-23 09:25:30.644023+00
9162,1.18,2026-05-23 09:25:47.087482+00
9163,9.81,2026-05-23 09:26:20.301194+00
9164,1.29,2026-05-23 09:26:36.902783+00
9165,1.01,2026-05-23 09:26:53.380594+00
9166,1.05,2026-05-23 09:27:10.024676+00
9167,2.01,2026-05-23 09:27:26.533645+00
9168,9.13,2026-05-23 09:28:00.056459+00
9169,1.26,2026-05-23 09:28:16.733379+00
9170,1.21,2026-05-23 09:28:33.406328+00
9171,8.81,2026-05-23 09:29:14.709613+00
9172,8.93,2026-05-23 09:29:56.06561+00
9173,4.31,2026-05-23 09:30:29.410419+00
9174,1.39,2026-05-23 09:30:46.017029+00
9175,1.64,2026-05-23 09:31:02.834166+00
9176,1.97,2026-05-23 09:31:27.760367+00
9177,1.51,2026-05-23 09:31:44.509725+00
9178,1.85,2026-05-23 09:32:01.183899+00
9179,1.07,2026-05-23 09:32:17.89196+00
9180,1.66,2026-05-23 09:32:34.398001+00
9181,1.58,2026-05-23 09:32:51.205711+00
9182,2.1,2026-05-23 09:33:24.431498+00
9183,2.13,2026-05-23 09:33:41.016723+00
9184,1.43,2026-05-23 09:33:57.605346+00
9185,2.49,2026-05-23 09:34:22.800708+00
9186,2.33,2026-05-23 09:34:47.544325+00
9187,1.42,2026-05-23 09:35:04.049644+00
9188,1.55,2026-05-23 09:35:20.75446+00
9189,1.02,2026-05-23 09:35:37.21879+00
9190,2.63,2026-05-23 09:36:02.275884+00
9191,2.54,2026-05-23 09:36:27.421898+00
9192,1.07,2026-05-23 09:36:44.033049+00
9193,1.6,2026-05-23 09:37:00.702001+00
9194,1.05,2026-05-23 09:37:17.47592+00
9195,1.04,2026-05-23 09:37:25.771478+00
9196,2.86,2026-05-23 09:37:50.947323+00
9197,1.74,2026-05-23 09:38:16.009915+00
9198,1.55,2026-05-23 09:38:32.846208+00
9199,2.58,2026-05-23 09:38:57.777012+00
9200,2.56,2026-05-23 09:39:22.966615+00
9201,1.34,2026-05-23 09:39:39.686314+00
9202,1.37,2026-05-23 09:40:29.728951+00
9203,1.03,2026-05-23 09:40:46.322533+00
9204,1.41,2026-05-23 09:41:03.062972+00
9205,1.74,2026-05-23 09:41:19.782171+00
9206,1.2,2026-05-23 09:41:36.601031+00
9207,9.44,2026-05-23 09:42:18.149205+00
9208,2.46,2026-05-23 09:42:43.225457+00
9209,3.67,2026-05-23 09:43:08.171878+00
9210,1.51,2026-05-23 09:43:33.55073+00
9211,2.88,2026-05-23 09:43:58.629841+00
9212,1.71,2026-05-23 09:44:15.406704+00
9213,1.51,2026-05-23 09:44:31.944934+00
9214,1.02,2026-05-23 09:44:48.660052+00
9215,1.71,2026-05-23 09:45:05.17574+00
9216,2.09,2026-05-23 09:45:30.105337+00
9217,1.2,2026-05-23 09:45:46.813752+00
9218,6.47,2026-05-23 09:46:20.146974+00
9219,1.55,2026-05-23 09:46:36.733031+00
9220,9.39,2026-05-23 09:47:09.93344+00
9221,209.44,2026-05-23 09:48:32.025055+00
9222,2.2,2026-05-23 09:48:57.699023+00
9223,4.65,2026-05-23 09:49:31.267935+00
9224,4.8,2026-05-23 09:50:04.609874+00
9225,2.18,2026-05-23 09:50:29.698155+00
9226,6.24,2026-05-23 09:51:02.712005+00
9227,3.86,2026-05-23 09:51:36.297036+00
9228,3.71,2026-05-23 09:52:09.733372+00
9229,2.21,2026-05-23 09:52:34.75869+00
9230,3.89,2026-05-23 09:52:59.75479+00
9231,1.1,2026-05-23 09:53:16.373447+00
9232,1.78,2026-05-23 09:53:32.863636+00
9233,3.02,2026-05-23 09:54:06.226162+00
9234,2.05,2026-05-23 09:54:23.049637+00
9235,15.04,2026-05-23 09:55:12.915808+00
9236,1.07,2026-05-23 09:55:29.731089+00
9237,1.01,2026-05-23 09:55:37.926721+00
9238,15.52,2026-05-23 09:56:27.64654+00
9239,1.67,2026-05-23 09:56:44.098723+00
9240,1.11,2026-05-23 09:57:00.728502+00
9241,1.21,2026-05-23 09:57:17.344286+00
9242,13.62,2026-05-23 09:57:58.557501+00
9243,10.55,2026-05-23 09:58:48.521064+00
9244,2.61,2026-05-23 09:59:13.656289+00
9245,1.46,2026-05-23 09:59:30.441483+00
9246,1.16,2026-05-23 09:59:47.218458+00
9247,1.96,2026-05-23 10:00:03.891202+00
9248,34.22,2026-05-23 10:01:01.620934+00
9249,1.38,2026-05-23 10:01:18.382731+00
9250,1.14,2026-05-23 10:02:57.461054+00
9251,1.61,2026-05-23 10:03:14.246996+00
9252,1.46,2026-05-23 10:03:30.902934+00
9253,1.85,2026-05-23 10:03:55.844264+00
9254,1.56,2026-05-23 10:04:12.593492+00
9255,5.26,2026-05-23 10:04:46.375263+00
9256,1.33,2026-05-23 10:05:03.035796+00
9257,25.05,2026-05-23 10:05:52.771926+00
9258,2.23,2026-05-23 10:06:17.945032+00
9259,1.4,2026-05-23 10:06:34.552694+00
9260,1.13,2026-05-23 10:06:51.175431+00
9261,1.74,2026-05-23 10:07:07.651475+00
9262,1.14,2026-05-23 10:07:24.302704+00
9263,2.01,2026-05-23 10:07:49.207629+00
9264,8.47,2026-05-23 10:08:30.780684+00
9265,1.4,2026-05-23 10:08:47.523985+00
9266,1.08,2026-05-23 10:08:55.731978+00
9267,4.28,2026-05-23 10:09:29.072493+00
9268,12.12,2026-05-23 10:10:10.46573+00
9269,1.91,2026-05-23 10:10:35.57938+00
9270,11.41,2026-05-23 10:11:16.679699+00
9271,1.25,2026-05-23 10:11:33.336438+00
9272,1.43,2026-05-23 10:11:49.944356+00
9273,4.3,2026-05-23 10:12:23.197478+00
9274,1.25,2026-05-23 10:12:40.035674+00
9275,1.1,2026-05-23 10:12:56.624568+00
9276,3.5,2026-05-23 10:13:21.520045+00
9277,1.12,2026-05-23 10:13:38.077947+00
9278,1.71,2026-05-23 10:13:54.654909+00
9279,1.44,2026-05-23 10:14:11.259746+00
9280,10.83,2026-05-23 10:15:00.91708+00
9281,9.42,2026-05-23 10:15:34.062468+00
9282,39.06,2026-05-23 10:16:40.320784+00
9283,1.62,2026-05-23 10:16:56.982372+00
9284,12.04,2026-05-23 10:17:38.415312+00
9285,1.1,2026-05-23 10:17:55.072376+00
9286,9.63,2026-05-23 10:19:18.072673+00
9287,21.18,2026-05-23 10:20:07.642551+00
9288,4.79,2026-05-23 10:21:40.311418+00
9289,5.88,2026-05-23 10:22:13.601782+00
9290,2.17,2026-05-23 10:22:38.584732+00
9291,1.8,2026-05-23 10:22:55.379061+00
9292,2.22,2026-05-23 10:23:20.367879+00
9293,2.64,2026-05-23 10:23:45.399201+00
9294,1.12,2026-05-23 10:24:02.107128+00
9295,2.41,2026-05-23 10:24:43.737913+00
9296,2.35,2026-05-23 10:24:43.737913+00
9297,1.76,2026-05-23 10:25:08.648646+00
9298,1.55,2026-05-23 10:25:25.372977+00
9299,1.02,2026-05-23 10:26:15.094376+00
9300,19.34,2026-05-23 10:27:04.918536+00
9301,6.04,2026-05-23 10:27:38.088232+00
9302,2.54,2026-05-23 10:28:03.093256+00
9303,2.06,2026-05-23 10:28:28.219634+00
9304,1.38,2026-05-23 10:28:44.862718+00
9305,1.03,2026-05-23 10:28:53.207806+00
9306,5.89,2026-05-23 10:29:34.739913+00
9307,6.21,2026-05-23 10:30:08.126925+00
9308,9.24,2026-05-23 10:30:49.749889+00
9309,1.18,2026-05-23 10:31:06.429172+00
9310,3.82,2026-05-23 10:31:31.463239+00
9311,1.59,2026-05-23 10:31:56.512725+00
9312,3.39,2026-05-23 10:32:21.44221+00
9313,2.99,2026-05-23 10:32:46.430885+00
9314,4.08,2026-05-23 10:33:19.842448+00
9315,6.53,2026-05-23 10:33:52.981051+00
9316,3.74,2026-05-23 10:34:26.428233+00
9317,1.2,2026-05-23 10:34:43.184902+00
9318,4.89,2026-05-23 10:35:16.441853+00
9319,11.42,2026-05-23 10:35:57.908255+00
9320,2.42,2026-05-23 10:36:39.826673+00
9321,1.12,2026-05-23 10:36:39.826673+00
9322,1.29,2026-05-23 10:36:56.3394+00
9323,1.09,2026-05-23 10:37:04.586526+00
9324,1.59,2026-05-23 10:37:29.601655+00
9325,2.81,2026-05-23 10:37:54.408509+00
9326,2.11,2026-05-23 10:38:11.085571+00
9327,3.98,2026-05-23 10:38:44.36345+00
9328,1.03,2026-05-23 10:39:01.027998+00
9329,9.2,2026-05-23 10:39:34.161615+00
9330,12.16,2026-05-23 10:40:15.340155+00
9331,1.23,2026-05-23 10:40:32.008138+00
9332,1.24,2026-05-23 10:40:48.686916+00
9333,2.41,2026-05-23 10:41:39.723237+00
9334,2.65,2026-05-23 10:41:39.723237+00
9335,1.01,2026-05-23 10:41:48.043053+00
9336,1.11,2026-05-23 10:42:04.83099+00
9337,1.24,2026-05-23 10:42:21.457192+00
9338,1.23,2026-05-23 10:42:38.19371+00
9339,33.61,2026-05-23 10:43:35.751402+00
9340,3.26,2026-05-23 10:44:00.777165+00
9341,1.5,2026-05-23 10:44:17.390228+00
9342,2.85,2026-05-23 10:44:42.393818+00
9343,2.8,2026-05-23 10:45:15.623504+00
9344,1.06,2026-05-23 10:45:23.914299+00
9345,30,2026-05-23 10:46:22.533182+00
9346,1.11,2026-05-23 10:46:39.257649+00
9347,2.42,2026-05-23 10:47:21.033673+00
9348,1.54,2026-05-23 10:47:21.033673+00
9349,9.81,2026-05-23 10:47:54.287819+00
9350,1.31,2026-05-23 10:48:11.087361+00
9351,1.09,2026-05-23 10:48:27.840595+00
9352,3.04,2026-05-23 10:48:52.624177+00
9353,1.42,2026-05-23 10:49:09.36663+00
9354,1.29,2026-05-23 10:49:26.092083+00
9355,1.2,2026-05-23 10:49:42.798324+00
9356,1.12,2026-05-23 10:49:50.997941+00
9357,14.48,2026-05-23 10:50:40.670263+00
9358,1.2,2026-05-23 10:50:57.332002+00
9359,1.09,2026-05-23 10:51:14.014005+00
9360,46.69,2026-05-23 10:52:11.941665+00
9361,1.24,2026-05-23 10:52:28.746489+00
9362,1.34,2026-05-23 10:52:45.366744+00
9363,1.45,2026-05-23 10:53:02.168744+00
9364,1.75,2026-05-23 10:53:18.73234+00
9365,1.12,2026-05-23 10:53:35.271019+00
9366,1.49,2026-05-23 10:53:51.906374+00
9367,1.11,2026-05-23 10:54:08.414499+00
9368,2.2,2026-05-23 10:54:33.590057+00
9369,1.19,2026-05-23 10:54:50.228615+00
9370,1.72,2026-05-23 10:55:07.172126+00
9371,1.13,2026-05-23 10:55:23.879028+00
9372,1.48,2026-05-23 10:55:40.556351+00
9373,4.87,2026-05-23 10:56:13.722807+00
9374,12.04,2026-05-23 10:56:55.023049+00
9375,1.55,2026-05-23 10:57:11.965944+00
9376,1.01,2026-05-23 10:57:28.804153+00
9377,1.6,2026-05-23 10:57:45.330308+00
9378,3.24,2026-05-23 10:58:18.570871+00
9379,4.62,2026-05-23 10:58:43.506693+00
9380,1.64,2026-05-23 10:59:08.750991+00
9381,4.64,2026-05-23 10:59:42.129449+00
9382,1.22,2026-05-23 10:59:50.44021+00
9383,10.5,2026-05-23 11:00:40.020618+00
9384,3.32,2026-05-23 11:01:04.804753+00
9385,1.01,2026-05-23 11:01:21.55566+00
9386,7.64,2026-05-23 11:01:54.500419+00
9387,1.33,2026-05-23 11:02:11.158424+00
9388,1.88,2026-05-23 11:02:36.737499+00
9389,2.16,2026-05-23 11:02:53.538381+00
9390,1.39,2026-05-23 11:03:10.039409+00
9391,1.84,2026-05-23 11:03:35.091967+00
9392,3.04,2026-05-23 11:03:59.886905+00
9393,1.71,2026-05-23 11:04:24.829511+00
9394,2.62,2026-05-23 11:04:49.944618+00
9395,1.1,2026-05-23 11:04:58.124493+00
9396,3.08,2026-05-23 11:05:31.43498+00
9397,1.05,2026-05-23 11:05:39.627476+00
9398,1.55,2026-05-23 11:05:56.363059+00
9399,2.24,2026-05-23 11:06:21.199049+00
9400,2.21,2026-05-23 11:06:46.289501+00
9401,3.99,2026-05-23 11:07:19.510659+00
9402,2.08,2026-05-23 11:07:36.074743+00
9403,1.28,2026-05-23 11:07:52.88744+00
9404,1.91,2026-05-23 11:08:17.925408+00
9405,1.6,2026-05-23 11:08:34.513664+00
9406,501,2026-05-23 11:10:04.485882+00
9407,2.44,2026-05-23 11:10:29.628404+00
9408,2.15,2026-05-23 11:10:54.609258+00
9409,1.46,2026-05-23 11:11:11.296875+00
9410,4.37,2026-05-23 11:11:44.505581+00
9411,2.53,2026-05-23 11:12:09.374585+00
9412,1.48,2026-05-23 11:12:26.247652+00
9413,4.57,2026-05-23 11:12:59.626076+00
9414,1.41,2026-05-23 11:13:16.330995+00
9415,2,2026-05-23 11:13:32.863465+00
9416,4.31,2026-05-23 11:14:05.888055+00
9417,1.48,2026-05-23 11:14:22.574641+00
9418,3.87,2026-05-23 11:14:55.732475+00
9419,1.33,2026-05-23 11:15:12.283521+00
9420,1.06,2026-05-23 11:15:29.128925+00
9421,7.37,2026-05-23 11:16:02.172005+00
9422,2.32,2026-05-23 11:16:27.395601+00
9423,2.86,2026-05-23 11:16:52.165113+00
9424,1.3,2026-05-23 11:17:08.819658+00
9425,1.1,2026-05-23 11:17:25.52662+00
9426,7.25,2026-05-23 11:17:58.532231+00
9427,9.11,2026-05-23 11:18:40.499009+00
9428,1.73,2026-05-23 11:19:05.500938+00
9429,3.45,2026-05-23 11:19:30.361193+00
9430,1.09,2026-05-23 11:19:47.141595+00
9431,2.32,2026-05-23 11:20:12.130383+00
9432,1.96,2026-05-23 11:20:28.62936+00
9433,2.07,2026-05-23 11:20:53.544688+00
9434,3.59,2026-05-23 11:21:18.746707+00
9435,1.16,2026-05-23 11:21:35.347131+00
9436,3.99,2026-05-23 11:22:08.616529+00
9437,9.67,2026-05-23 11:22:50.263718+00
9438,4.12,2026-05-23 11:23:23.821858+00
9439,5.6,2026-05-23 11:23:57.071794+00
9440,2.1,2026-05-23 11:24:22.108368+00
9441,21.71,2026-05-23 11:25:11.941213+00
9442,7.1,2026-05-23 11:25:53.589538+00
9443,4.29,2026-05-23 11:26:18.385427+00
9444,1.75,2026-05-23 11:26:43.637718+00
9445,4.46,2026-05-23 11:27:16.921932+00
9446,1.86,2026-05-23 11:27:33.549+00
9447,1.8,2026-05-23 11:27:58.729039+00
9448,2,2026-05-23 11:28:15.367997+00
9449,1.62,2026-05-23 11:28:32.128511+00
9450,1.26,2026-05-23 11:28:48.820613+00
9451,1.85,2026-05-23 11:29:14.092634+00
9452,1.33,2026-05-23 11:29:30.881751+00
9453,1.01,2026-05-23 11:29:39.140096+00
9454,14.82,2026-05-23 11:30:28.754946+00
9455,2.08,2026-05-23 11:30:53.923436+00
9456,1.36,2026-05-23 11:31:10.517308+00
9457,1.04,2026-05-23 11:31:18.844667+00
9458,3.45,2026-05-23 11:31:52.092183+00
9459,1.37,2026-05-23 11:32:08.985401+00
9460,1.21,2026-05-23 11:32:25.749578+00
9461,4.16,2026-05-23 11:32:50.513876+00
9462,10.59,2026-05-23 11:33:31.864884+00
9463,1.16,2026-05-23 11:33:48.417692+00
9464,1.74,2026-05-23 11:34:13.43625+00
9465,2.08,2026-05-23 11:34:30.042908+00
9466,2.93,2026-05-23 11:35:03.260642+00
9467,3.26,2026-05-23 11:35:28.426996+00
9468,1.11,2026-05-23 11:35:45.002206+00
9469,3.39,2026-05-23 11:36:09.885088+00
9470,4.54,2026-05-23 11:36:43.213054+00
9471,163.1,2026-05-23 11:37:57.37408+00
9472,3.04,2026-05-23 11:38:30.751031+00
9473,2.05,2026-05-23 11:38:47.403287+00
9474,9,2026-05-23 11:39:20.629739+00
9475,1.23,2026-05-23 11:39:37.511592+00
9476,1.57,2026-05-23 11:39:54.212594+00
9477,2.61,2026-05-23 11:40:19.187546+00
9478,2.06,2026-05-23 11:40:44.304723+00
9479,1.72,2026-05-23 11:41:00.982408+00
9480,9.81,2026-05-23 11:41:42.718693+00
9481,2.05,2026-05-23 11:41:59.241367+00
9482,9.42,2026-05-23 11:42:40.563252+00
9483,1.15,2026-05-23 11:42:57.322634+00
9484,10.26,2026-05-23 11:43:38.729906+00
9485,64.66,2026-05-23 11:44:44.531004+00
9486,2.21,2026-05-23 11:45:09.63695+00
9487,1.3,2026-05-23 11:45:26.457943+00
9488,1.09,2026-05-23 11:45:43.184381+00
9489,33.83,2026-05-23 11:46:32.813045+00
9490,1.09,2026-05-23 11:46:49.413288+00
9491,2.7,2026-05-23 11:47:14.359988+00
9492,12.51,2026-05-23 11:48:04.097048+00
9493,1.66,2026-05-23 11:48:20.722996+00
9494,2.2,2026-05-23 11:48:45.85045+00
9495,2.44,2026-05-23 11:49:11.099404+00
9496,6.16,2026-05-23 11:49:44.776065+00
9497,3.15,2026-05-23 11:50:09.77015+00
9498,1.6,2026-05-23 11:50:26.513991+00
9499,1.02,2026-05-23 11:50:43.072037+00
9500,338.28,2026-05-23 11:52:13.509363+00
9501,1.23,2026-05-23 11:52:21.812829+00
9502,3.59,2026-05-23 11:52:55.062705+00
9503,1.09,2026-05-23 11:53:11.974582+00
9504,1.8,2026-05-23 11:53:28.609008+00
9505,1.17,2026-05-23 11:53:45.21598+00
9506,6.02,2026-05-23 11:54:18.665404+00
9507,3.99,2026-05-23 11:54:52.071434+00
9508,1.36,2026-05-23 11:55:09.478179+00
9509,2.17,2026-05-23 11:55:26.331577+00
9510,191.28,2026-05-23 11:56:49.159807+00
9511,3.65,2026-05-23 11:57:14.321066+00
9512,1.38,2026-05-23 11:57:30.970884+00
9513,2.39,2026-05-23 11:57:55.912821+00
9514,3.64,2026-05-23 11:58:29.246521+00
9515,1.94,2026-05-23 11:58:45.956372+00
9516,4.31,2026-05-23 11:59:18.947847+00
9517,6.12,2026-05-23 12:00:00.510136+00
9518,1.85,2026-05-23 12:00:17.223885+00
9519,1.29,2026-05-23 12:00:34.014921+00
9520,1.95,2026-05-23 12:00:59.26162+00
9521,1.21,2026-05-23 12:01:07.516544+00
9522,1.19,2026-05-23 12:01:24.21027+00
9523,1.31,2026-05-23 12:01:40.842215+00
9524,1.9,2026-05-23 12:02:05.982637+00
