id,multiplier,recorded_at
11645,1.37,2026-05-24 04:55:54.374839+00
11646,1.19,2026-05-24 04:56:11.165555+00
11647,2.18,2026-05-24 04:56:27.739218+00
11648,9.05,2026-05-24 04:57:00.733193+00
11649,1.52,2026-05-24 04:57:25.895546+00
11650,1.28,2026-05-24 04:57:34.102962+00
11651,24.15,2026-05-24 04:58:32.255078+00
11652,1.23,2026-05-24 04:58:48.880283+00
11653,1.15,2026-05-24 04:59:05.545013+00
11654,2.92,2026-05-24 04:59:30.683619+00
11655,1.55,2026-05-24 04:59:47.22748+00
11656,2.42,2026-05-24 05:00:28.990984+00
11657,1.23,2026-05-24 05:00:28.990984+00
11658,1.01,2026-05-24 05:00:37.225991+00
11659,1.45,2026-05-24 05:00:53.842558+00
11660,1.78,2026-05-24 05:01:18.986394+00
11661,1.41,2026-05-24 05:01:35.643973+00
11662,1.01,2026-05-24 05:01:43.833009+00
11663,16.31,2026-05-24 05:02:33.305335+00
11664,9.05,2026-05-24 05:03:14.755141+00
11665,1.03,2026-05-24 05:03:31.584703+00
11666,1.26,2026-05-24 05:03:48.201522+00
11667,24.43,2026-05-24 05:04:37.267001+00
11668,2.35,2026-05-24 05:05:02.348387+00
11669,3.41,2026-05-24 05:05:35.584979+00
11670,2.61,2026-05-24 05:06:00.545901+00
11671,2.25,2026-05-24 05:06:17.211678+00
11672,4.99,2026-05-24 05:06:50.264707+00
11673,1.23,2026-05-24 05:07:06.674685+00
11674,1.22,2026-05-24 05:07:23.573506+00
11675,1.15,2026-05-24 05:07:40.15257+00
11676,1.11,2026-05-24 05:07:56.739962+00
11677,1.05,2026-05-24 05:08:04.939728+00
11678,3.12,2026-05-24 05:08:38.923304+00
11679,28.27,2026-05-24 05:09:28.412991+00
11680,2.29,2026-05-24 05:09:53.246405+00
11681,1.06,2026-05-24 05:10:10.04606+00
11682,9.99,2026-05-24 05:10:51.47635+00
11683,4.86,2026-05-24 05:11:24.673786+00
11684,2.25,2026-05-24 05:11:49.642715+00
11685,4.11,2026-05-24 05:12:14.543963+00
11686,3.74,2026-05-24 05:12:47.705877+00
11687,1.84,2026-05-24 05:13:04.397469+00
11688,1.32,2026-05-24 05:13:20.920485+00
11689,2.66,2026-05-24 05:13:53.949934+00
11690,1.21,2026-05-24 05:14:02.076311+00
11691,2.54,2026-05-24 05:14:26.853233+00
11692,1.14,2026-05-24 05:14:43.277006+00
11693,1.08,2026-05-24 05:14:59.826115+00
11694,8,2026-05-24 05:15:40.694724+00
11695,3.61,2026-05-24 05:16:05.130834+00
11696,8.18,2026-05-24 05:16:46.330077+00
11697,2.19,2026-05-24 05:17:10.991979+00
11698,1.01,2026-05-24 05:17:19.193037+00
11699,4.33,2026-05-24 05:17:51.749926+00
11700,1.81,2026-05-24 05:18:16.487287+00
11701,1.91,2026-05-24 05:18:32.821677+00
11702,2.02,2026-05-24 05:18:57.607335+00
11703,2.62,2026-05-24 05:19:22.294793+00
11704,9.87,2026-05-24 05:19:54.959462+00
11705,1.05,2026-05-24 05:20:11.503063+00
11706,3.54,2026-05-24 05:20:44.368106+00
11707,2.11,2026-05-24 05:21:00.645502+00
11708,12.22,2026-05-24 05:21:49.600199+00
11709,2.1,2026-05-24 05:22:06.106527+00
11710,2.03,2026-05-24 05:22:31.054535+00
11711,9.97,2026-05-24 05:23:03.703815+00
11712,200.2,2026-05-24 05:24:25.18546+00
11713,4.66,2026-05-24 05:24:57.952668+00
11714,1.97,2026-05-24 05:25:22.862579+00
11715,2.09,2026-05-24 05:25:47.499968+00
11716,1.51,2026-05-24 05:26:03.916253+00
11717,20.05,2026-05-24 05:26:52.958363+00
11718,1.74,2026-05-24 05:27:09.531377+00
11719,1.48,2026-05-24 05:27:34.0691+00
11720,3.12,2026-05-24 05:27:58.705587+00
11721,1.97,2026-05-24 05:28:23.527135+00
11722,9.17,2026-05-24 05:28:56.443801+00
11723,10,2026-05-24 05:29:37.425587+00
11724,13.36,2026-05-24 05:30:26.43405+00
11725,14.2,2026-05-24 05:31:07.180222+00
11726,3.24,2026-05-24 05:31:40.334969+00
11727,1.51,2026-05-24 05:31:56.878498+00
11728,14.16,2026-05-24 05:32:37.797377+00
11729,28.71,2026-05-24 05:33:34.845018+00
11730,4.08,2026-05-24 05:34:07.843895+00
11731,8.37,2026-05-24 05:34:48.996105+00
11732,2.13,2026-05-24 05:35:13.890929+00
11733,1.35,2026-05-24 05:35:30.403661+00
11734,2.84,2026-05-24 05:35:54.957964+00
11735,1.35,2026-05-24 05:36:11.492808+00
11736,2.08,2026-05-24 05:36:27.976568+00
11737,1.12,2026-05-24 05:36:44.470381+00
11738,1.42,2026-05-24 05:37:00.90774+00
11739,1.68,2026-05-24 05:37:25.661633+00
11740,1.81,2026-05-24 05:37:41.89606+00
11741,2.1,2026-05-24 05:38:06.578888+00
11742,3.31,2026-05-24 05:38:39.460925+00
11743,9.23,2026-05-24 05:39:12.407831+00
11744,2.84,2026-05-24 05:39:37.130733+00
11745,1.54,2026-05-24 05:39:53.654182+00
11746,501,2026-05-24 05:41:31.539016+00
11747,9.89,2026-05-24 05:42:04.338291+00
11748,1.43,2026-05-24 05:42:21.013051+00
11749,1.87,2026-05-24 05:42:37.268227+00
11750,1.16,2026-05-24 05:42:53.545671+00
11751,1.75,2026-05-24 05:43:18.261203+00
11752,2.98,2026-05-24 05:43:42.907238+00
11753,2.03,2026-05-24 05:44:07.689808+00
11754,40.77,2026-05-24 05:45:04.77874+00
11755,2.08,2026-05-24 05:45:29.683429+00
11756,1.28,2026-05-24 05:45:46.23281+00
11757,1.75,2026-05-24 05:46:02.694262+00
11758,4.99,2026-05-24 05:46:35.485955+00
11759,2.69,2026-05-24 05:47:00.179584+00
11760,1.7,2026-05-24 05:47:24.863781+00
11761,1.38,2026-05-24 05:47:41.450962+00
11762,1.67,2026-05-24 05:47:57.921641+00
11763,3.25,2026-05-24 05:48:22.477928+00
11764,1.47,2026-05-24 05:48:47.103644+00
11765,9.79,2026-05-24 05:49:19.619184+00
11766,1.05,2026-05-24 05:49:36.139698+00
11767,1.73,2026-05-24 05:49:52.070802+00
11768,3.42,2026-05-24 05:50:23.62801+00
11769,1.02,2026-05-24 05:50:31.871067+00
11770,9.24,2026-05-24 05:51:04.780203+00
11771,1.16,2026-05-24 05:51:21.274281+00
11772,2.25,2026-05-24 05:51:45.896319+00
11773,1.18,2026-05-24 05:52:02.451246+00
11774,2.12,2026-05-24 05:52:26.352714+00
11775,175.97,2026-05-24 05:53:47.663445+00
11776,1.01,2026-05-24 05:53:55.752682+00
11777,1.18,2026-05-24 05:54:11.90406+00
11778,3.35,2026-05-24 05:54:43.617022+00
11779,1.09,2026-05-24 05:54:51.594212+00
11780,2.57,2026-05-24 05:55:23.35467+00
11781,37.27,2026-05-24 05:56:20.78163+00
11782,2.22,2026-05-24 05:56:45.442632+00
11783,1.01,2026-05-24 05:56:53.59644+00
11784,2.03,2026-05-24 05:57:18.459921+00
11785,3.34,2026-05-24 05:57:42.980521+00
11786,1.07,2026-05-24 05:57:59.554599+00
11787,1.01,2026-05-24 05:58:07.762687+00
11788,2.81,2026-05-24 05:58:39.36071+00
11789,4.59,2026-05-24 05:59:11.564102+00
11790,1.02,2026-05-24 05:59:19.779711+00
11791,1.04,2026-05-24 05:59:35.762958+00
11792,1.54,2026-05-24 05:59:51.669465+00
11793,1.08,2026-05-24 06:00:07.414053+00
11794,4.98,2026-05-24 06:00:39.080674+00
11795,9.24,2026-05-24 06:01:19.63643+00
11796,1.1,2026-05-24 06:01:36.093267+00
11797,10.76,2026-05-24 06:02:16.795395+00
11798,2.12,2026-05-24 06:02:49.812715+00
11799,1.27,2026-05-24 06:03:06.337511+00
11800,3.42,2026-05-24 06:03:31.085407+00
11801,2.98,2026-05-24 06:03:55.513476+00
11802,1.92,2026-05-24 06:04:20.182785+00
11803,2.29,2026-05-24 06:04:44.371421+00
11804,1.16,2026-05-24 06:05:00.46104+00
11805,6.1,2026-05-24 06:05:32.17009+00
11806,1.01,2026-05-24 06:05:48.693947+00
11807,1.68,2026-05-24 06:06:04.438873+00
11808,1.38,2026-05-24 06:06:20.287068+00
11809,1.83,2026-05-24 06:06:44.067475+00
11810,20.71,2026-05-24 06:07:32.408944+00
11811,1.27,2026-05-24 06:07:48.886356+00
11812,27.81,2026-05-24 06:08:46.083457+00
11813,1.24,2026-05-24 06:09:02.520335+00
11814,6.04,2026-05-24 06:09:35.269013+00
11815,1.25,2026-05-24 06:09:51.687092+00
11816,36.08,2026-05-24 06:10:47.527083+00
11817,2.24,2026-05-24 06:11:12.11695+00
11818,8.49,2026-05-24 06:11:52.638816+00
11819,1.77,2026-05-24 06:12:17.460718+00
11820,1.12,2026-05-24 06:12:25.704058+00
11821,226.21,2026-05-24 06:13:46.919993+00
11822,1.25,2026-05-24 06:14:03.275844+00
11823,3.59,2026-05-24 06:14:35.911616+00
11824,1.78,2026-05-24 06:14:52.439997+00
11825,1.76,2026-05-24 06:15:17.194816+00
11826,1.06,2026-05-24 06:15:33.16612+00
11827,1.32,2026-05-24 06:15:48.912097+00
11828,1.24,2026-05-24 06:16:04.806182+00
11829,2.28,2026-05-24 06:16:28.458954+00
11830,6.35,2026-05-24 06:16:59.919791+00
11831,1.9,2026-05-24 06:17:25.090536+00
11832,1.69,2026-05-24 06:17:41.46388+00
11833,1.76,2026-05-24 06:18:06.106989+00
11834,1.95,2026-05-24 06:18:22.148478+00
11835,1.52,2026-05-24 06:18:38.220267+00
11836,4.8,2026-05-24 06:19:17.563984+00
11837,1.38,2026-05-24 06:19:34.043032+00
11838,2.35,2026-05-24 06:19:58.677006+00
11839,1.44,2026-05-24 06:20:15.147595+00
11840,1.45,2026-05-24 06:20:31.570788+00
11841,1.41,2026-05-24 06:20:48.035716+00
11842,1.13,2026-05-24 06:21:04.037717+00
11843,1.12,2026-05-24 06:21:19.846551+00
11844,1.71,2026-05-24 06:21:35.638438+00
11845,1.21,2026-05-24 06:21:51.513738+00
11846,1.17,2026-05-24 06:22:07.837226+00
11847,1.42,2026-05-24 06:22:24.51457+00
11848,4.03,2026-05-24 06:22:57.233747+00
11849,1.45,2026-05-24 06:23:13.813958+00
11850,1.55,2026-05-24 06:23:30.439719+00
11851,6.93,2026-05-24 06:24:11.427284+00
11852,3.68,2026-05-24 06:24:35.824028+00
11853,1.09,2026-05-24 06:24:52.237247+00
11854,2.73,2026-05-24 06:25:16.98679+00
11855,1.77,2026-05-24 06:25:41.50868+00
11856,1.77,2026-05-24 06:25:57.9637+00
11857,1.36,2026-05-24 06:26:14.306582+00
11858,2.19,2026-05-24 06:26:37.914957+00
11859,1.67,2026-05-24 06:26:54.039571+00
11860,1.23,2026-05-24 06:27:10.536512+00
11861,1.01,2026-05-24 06:27:26.898119+00
11862,1.71,2026-05-24 06:27:42.692066+00
11863,1.76,2026-05-24 06:28:06.905813+00
11864,8.99,2026-05-24 06:28:47.770163+00
11865,1.02,2026-05-24 06:28:55.983071+00
11866,1.93,2026-05-24 06:29:20.747409+00
11867,1.61,2026-05-24 06:29:37.047925+00
11868,19.92,2026-05-24 06:30:34.067013+00
11869,1.72,2026-05-24 06:30:50.59867+00
11870,1.13,2026-05-24 06:31:07.10014+00
11871,3.27,2026-05-24 06:31:31.122735+00
11872,3.61,2026-05-24 06:32:03.954473+00
11873,6.4,2026-05-24 06:32:36.525736+00
11874,18.69,2026-05-24 06:33:25.389571+00
11875,1.04,2026-05-24 06:33:41.806463+00
11876,1.08,2026-05-24 06:33:58.394901+00
11877,1.02,2026-05-24 06:34:06.339021+00
11878,1.69,2026-05-24 06:34:30.005108+00
11879,1.33,2026-05-24 06:34:46.251007+00
11880,2.4,2026-05-24 06:35:10.966521+00
11881,1.01,2026-05-24 06:35:19.195278+00
11882,1.6,2026-05-24 06:35:43.804566+00
11883,2.27,2026-05-24 06:36:41.115801+00
11884,1.29,2026-05-24 06:36:57.643933+00
11885,1.36,2026-05-24 06:37:13.406049+00
11886,1.15,2026-05-24 06:37:29.334326+00
11887,3.18,2026-05-24 06:37:52.71083+00
11888,1.89,2026-05-24 06:38:17.451461+00
11889,1.92,2026-05-24 06:38:33.630908+00
11890,5,2026-05-24 06:39:06.41427+00
11891,1.63,2026-05-24 06:39:31.297012+00
11892,2.65,2026-05-24 06:39:56.086134+00
11893,1.05,2026-05-24 06:40:04.283938+00
11894,1.71,2026-05-24 06:40:29.10941+00
11895,11.71,2026-05-24 06:41:09.545806+00
11896,1.64,2026-05-24 06:41:34.250913+00
11897,1.02,2026-05-24 06:41:42.470997+00
11898,1.55,2026-05-24 06:41:58.929975+00
11899,1.45,2026-05-24 06:42:23.617507+00
11900,1.77,2026-05-24 06:42:40.161368+00
11901,5.53,2026-05-24 06:43:12.725222+00
11902,22.95,2026-05-24 06:44:10.028606+00
11903,3.74,2026-05-24 06:44:34.640747+00
11904,1.46,2026-05-24 06:44:51.117078+00
11905,1.76,2026-05-24 06:45:15.815486+00
11906,1.1,2026-05-24 06:45:32.27523+00
11907,8.82,2026-05-24 06:46:04.99906+00
11908,13.92,2026-05-24 06:46:54.014616+00
11909,9.9,2026-05-24 06:47:26.662872+00
11910,2.48,2026-05-24 06:47:51.349564+00
11911,1.92,2026-05-24 06:48:16.066576+00
11912,1.82,2026-05-24 06:48:32.507342+00
11913,1.59,2026-05-24 06:48:57.466876+00
11914,3.62,2026-05-24 06:49:22.057816+00
11915,1.1,2026-05-24 06:49:38.642494+00
11916,14.07,2026-05-24 06:50:27.803631+00
11917,26.09,2026-05-24 06:51:16.764145+00
11918,1.31,2026-05-24 06:51:33.242553+00
11919,1.36,2026-05-24 06:51:49.65691+00
11920,6.68,2026-05-24 06:52:30.846637+00
11921,145.67,2026-05-24 06:53:44.538332+00
11922,1.28,2026-05-24 06:54:01.239867+00
11923,12.65,2026-05-24 06:54:50.367001+00
11924,3.98,2026-05-24 06:55:14.947715+00
11925,2.84,2026-05-24 06:55:39.713729+00
11926,1.05,2026-05-24 06:55:56.200353+00
11927,4.2,2026-05-24 06:56:28.983658+00
11928,1.63,2026-05-24 06:56:45.425818+00
11929,10.74,2026-05-24 06:57:26.205075+00
11930,6.17,2026-05-24 06:58:07.346286+00
11931,1.14,2026-05-24 06:58:23.839536+00
11932,1.1,2026-05-24 06:58:32.085194+00
11933,1.2,2026-05-24 06:58:48.484786+00
11934,1.03,2026-05-24 06:59:04.899569+00
11935,3.07,2026-05-24 06:59:29.282904+00
11936,1.69,2026-05-24 06:59:53.933523+00
11937,1.25,2026-05-24 07:00:02.11992+00
11938,2.05,2026-05-24 07:00:26.78551+00
11939,4.23,2026-05-24 07:00:59.688312+00
11940,2.68,2026-05-24 07:01:24.400064+00
11941,7.54,2026-05-24 07:02:05.207761+00
11942,1.74,2026-05-24 07:02:21.726978+00
11943,1.29,2026-05-24 07:02:38.232404+00
11944,2.03,2026-05-24 07:03:02.917014+00
11945,1.05,2026-05-24 07:03:11.133119+00
11946,4.32,2026-05-24 07:03:43.846067+00
11947,4.49,2026-05-24 07:04:16.592327+00
11948,1.4,2026-05-24 07:04:33.163822+00
11949,1.14,2026-05-24 07:04:49.666069+00
11950,1.3,2026-05-24 07:05:06.169368+00
11951,32.19,2026-05-24 07:06:03.189027+00
11952,1.03,2026-05-24 07:06:19.768717+00
11953,1.78,2026-05-24 07:06:36.203444+00
11954,1.82,2026-05-24 07:07:00.977899+00
11955,2,2026-05-24 07:07:17.329803+00
11956,3.43,2026-05-24 07:07:50.142444+00
11957,4.64,2026-05-24 07:08:23.069976+00
11958,2.92,2026-05-24 07:08:47.746614+00
11959,1.08,2026-05-24 07:09:04.239393+00
11960,4.76,2026-05-24 07:09:37.046666+00
11961,14.86,2026-05-24 07:10:17.992185+00
11962,1.67,2026-05-24 07:10:42.878972+00
11963,7.13,2026-05-24 07:11:15.418747+00
11964,1.11,2026-05-24 07:11:31.871613+00
11965,1.24,2026-05-24 07:11:48.303001+00
11966,2.04,2026-05-24 07:12:12.966722+00
11967,1.01,2026-05-24 07:12:21.209454+00
11968,9.16,2026-05-24 07:12:53.608946+00
11969,3.5,2026-05-24 07:13:26.537961+00
11970,96.06,2026-05-24 07:14:31.506451+00
11971,2.12,2026-05-24 07:14:56.04688+00
11972,2.05,2026-05-24 07:15:20.994692+00
11973,10.79,2026-05-24 07:16:02.044569+00
11974,1.72,2026-05-24 07:16:26.995036+00
11975,1.19,2026-05-24 07:16:35.186706+00
11976,9.39,2026-05-24 07:17:16.212265+00
11977,2.12,2026-05-24 07:17:41.048842+00
11978,1.15,2026-05-24 07:17:49.275543+00
11979,6.71,2026-05-24 07:18:30.37173+00
11980,9.89,2026-05-24 07:19:11.019902+00
11981,3.1,2026-05-24 07:19:35.619951+00
11982,1.48,2026-05-24 07:20:00.372687+00
11983,4.79,2026-05-24 07:20:33.154467+00
11984,14.27,2026-05-24 07:21:13.848976+00
11985,13.88,2026-05-24 07:22:03.154049+00
11986,1.45,2026-05-24 07:22:19.736209+00
11987,9.68,2026-05-24 07:23:00.776175+00
11988,2.09,2026-05-24 07:23:25.569225+00
11989,1.06,2026-05-24 07:23:33.817751+00
11990,17.15,2026-05-24 07:24:22.822615+00
11991,1.21,2026-05-24 07:25:03.900964+00
11992,1.38,2026-05-24 07:25:20.406123+00
11993,1.26,2026-05-24 07:25:36.968958+00
11994,1.1,2026-05-24 07:25:53.455061+00
11995,1.38,2026-05-24 07:26:09.898011+00
11996,10.22,2026-05-24 07:27:23.393812+00
11997,1.59,2026-05-24 07:27:39.846796+00
11998,4.78,2026-05-24 07:28:12.737313+00
11999,2.62,2026-05-24 07:28:45.787248+00
12000,1.12,2026-05-24 07:28:53.875298+00
12001,2.58,2026-05-24 07:29:18.376691+00
12002,12.5,2026-05-24 07:30:07.474503+00
12003,2.82,2026-05-24 07:30:32.160869+00
12004,2.03,2026-05-24 07:30:57.177616+00
12005,3.44,2026-05-24 07:31:22.2255+00
12006,1.07,2026-05-24 07:31:38.790982+00
12007,1.03,2026-05-24 07:31:46.942961+00
12008,1.13,2026-05-24 07:32:03.380729+00
12009,1.05,2026-05-24 07:32:19.85713+00
12010,1.06,2026-05-24 07:32:28.184054+00
12011,5.68,2026-05-24 07:33:09.133235+00
12012,114.4,2026-05-24 07:34:22.587478+00
12013,30.52,2026-05-24 07:35:11.434959+00
12014,1.02,2026-05-24 07:35:27.959321+00
12015,1.06,2026-05-24 07:35:44.474998+00
12016,2,2026-05-24 07:36:00.808027+00
12017,3.62,2026-05-24 07:36:34.01089+00
12018,2.9,2026-05-24 07:36:58.785559+00
12019,1.26,2026-05-24 07:37:15.226301+00
12020,1.01,2026-05-24 07:37:31.680258+00
12021,1.49,2026-05-24 07:37:48.230317+00
12022,2.12,2026-05-24 07:38:12.894694+00
12023,2.06,2026-05-24 07:38:37.559038+00
12024,2.21,2026-05-24 07:38:53.966951+00
12025,1.2,2026-05-24 07:39:10.320035+00
12026,2.21,2026-05-24 07:39:34.905823+00
12027,1.57,2026-05-24 07:39:51.358908+00
12028,1.47,2026-05-24 07:40:15.432175+00
12029,7.12,2026-05-24 07:40:47.80043+00
12030,1.67,2026-05-24 07:41:12.545644+00
12031,1.27,2026-05-24 07:41:29.121431+00
12032,9.02,2026-05-24 07:42:09.971783+00
12033,1.15,2026-05-24 07:42:18.191058+00
12034,2.98,2026-05-24 07:42:51.070362+00
12035,10.37,2026-05-24 07:43:32.027045+00
12036,2.34,2026-05-24 07:43:56.632748+00
12037,4.82,2026-05-24 07:44:29.479161+00
12038,2.93,2026-05-24 07:44:54.132691+00
12039,1.12,2026-05-24 07:45:10.559427+00
12040,14.5,2026-05-24 07:45:51.372211+00
12041,1.01,2026-05-24 07:46:07.721897+00
12042,1.56,2026-05-24 07:46:24.2055+00
12043,2.85,2026-05-24 07:46:48.9877+00
12044,16.63,2026-05-24 07:47:38.036033+00
12045,1.27,2026-05-24 07:47:54.423285+00
12046,1.01,2026-05-24 07:48:10.813682+00
12047,2,2026-05-24 07:48:35.419654+00
12048,1.01,2026-05-24 07:48:43.512464+00
12049,1.89,2026-05-24 07:49:07.293661+00
12050,2.6,2026-05-24 07:49:31.855054+00
12051,1.34,2026-05-24 07:49:48.244602+00
12052,9.08,2026-05-24 07:50:21.131701+00
12053,2.42,2026-05-24 07:51:18.469872+00
12054,4.55,2026-05-24 07:51:18.469872+00
12055,2.04,2026-05-24 07:51:43.298219+00
12056,1.52,2026-05-24 07:51:59.726896+00
12057,2.41,2026-05-24 07:52:40.865962+00
12058,1.66,2026-05-24 07:52:40.865962+00
12059,1.83,2026-05-24 07:53:05.644927+00
12060,2.23,2026-05-24 07:53:22.078489+00
12061,4.08,2026-05-24 07:53:54.849663+00
12062,1.98,2026-05-24 07:54:19.474948+00
12063,2.36,2026-05-24 07:54:44.223059+00
12064,2.04,2026-05-24 07:55:00.587005+00
12065,1.58,2026-05-24 07:55:25.419048+00
12066,1.31,2026-05-24 07:55:41.909512+00
12067,4.19,2026-05-24 07:56:05.90775+00
12068,1.84,2026-05-24 07:56:30.64483+00
12069,4.08,2026-05-24 07:57:03.612794+00
12070,3.09,2026-05-24 07:57:28.513456+00
12071,1.48,2026-05-24 07:57:44.933475+00
12072,1.08,2026-05-24 07:58:01.368394+00
12073,1.23,2026-05-24 07:58:17.813749+00
12074,2.3,2026-05-24 07:58:42.313042+00
12075,3.95,2026-05-24 07:59:06.837455+00
12076,1.16,2026-05-24 07:59:23.270813+00
12077,2.34,2026-05-24 07:59:47.886582+00
12078,1.27,2026-05-24 08:00:04.399037+00
12079,8.39,2026-05-24 08:00:45.366479+00
12080,1.03,2026-05-24 08:00:53.522086+00
12081,4.37,2026-05-24 08:01:26.17734+00
12082,1.84,2026-05-24 08:01:50.909965+00
12083,1.16,2026-05-24 08:02:06.97244+00
12084,1.45,2026-05-24 08:02:23.119554+00
12085,1.49,2026-05-24 08:02:47.499982+00
12086,1.42,2026-05-24 08:03:04.018882+00
12087,1.5,2026-05-24 08:03:20.430421+00
12088,2.54,2026-05-24 08:03:45.056515+00
12089,4.01,2026-05-24 08:04:17.959427+00
12090,4.28,2026-05-24 08:04:50.797804+00
12091,1.87,2026-05-24 08:05:07.143958+00
12092,4.93,2026-05-24 08:05:39.789427+00
12093,16.85,2026-05-24 08:06:28.63405+00
12094,6.06,2026-05-24 08:07:09.721994+00
12095,6.32,2026-05-24 08:07:42.979039+00
12096,13.98,2026-05-24 08:08:32.057687+00
12097,1.44,2026-05-24 08:08:48.629918+00
12098,1.87,2026-05-24 08:09:04.949422+00
12099,3.95,2026-05-24 08:09:37.96901+00
12100,5.08,2026-05-24 08:10:10.841122+00
12101,1.23,2026-05-24 08:10:27.345356+00
12102,1.15,2026-05-24 08:10:43.966272+00
12103,1.75,2026-05-24 08:11:00.327803+00
12104,4.46,2026-05-24 08:11:33.346405+00
12105,1.02,2026-05-24 08:11:49.806702+00
12106,1.45,2026-05-24 08:12:06.220904+00
12107,55.39,2026-05-24 08:13:11.291682+00
12108,1.09,2026-05-24 08:13:19.538552+00
12109,2.27,2026-05-24 08:13:44.144244+00
12110,1.05,2026-05-24 08:14:00.797903+00
12111,2.2,2026-05-24 08:14:25.578806+00
12112,2.55,2026-05-24 08:14:50.175271+00
12113,1.02,2026-05-24 08:14:58.393692+00
12114,2.03,2026-05-24 08:15:22.24862+00
12115,1.92,2026-05-24 08:15:47.101113+00
12116,1.92,2026-05-24 08:16:03.492234+00
12117,29.87,2026-05-24 08:17:00.77605+00
12118,1.74,2026-05-24 08:17:17.225169+00
12119,2.16,2026-05-24 08:17:41.981417+00
12120,3.79,2026-05-24 08:18:14.936892+00
12121,7.62,2026-05-24 08:18:47.734942+00
12122,1.51,2026-05-24 08:19:12.643011+00
12123,1.89,2026-05-24 08:19:29.172901+00
12124,3.45,2026-05-24 08:20:02.025907+00
12125,2.1,2026-05-24 08:20:26.730287+00
12126,1.06,2026-05-24 08:20:34.966563+00
12127,1.4,2026-05-24 08:20:58.66202+00
12128,2.12,2026-05-24 08:21:14.360618+00
12129,4.06,2026-05-24 08:22:27.229374+00
12130,1.94,2026-05-24 08:22:51.886002+00
12131,2.05,2026-05-24 08:23:08.330864+00
12132,3.68,2026-05-24 08:23:41.312709+00
12133,4.97,2026-05-24 08:24:14.321991+00
12134,14.27,2026-05-24 08:25:03.320129+00
12135,1.12,2026-05-24 08:25:11.505637+00
12136,6.79,2026-05-24 08:25:52.841866+00
12137,1.29,2026-05-24 08:26:09.340166+00
12138,1.57,2026-05-24 08:26:25.880947+00
12139,3.61,2026-05-24 08:26:58.961927+00
12140,3.86,2026-05-24 08:27:23.535719+00
12141,1.91,2026-05-24 08:27:48.292093+00
12142,1.08,2026-05-24 08:28:04.839042+00
12143,1.98,2026-05-24 08:28:21.482992+00
12144,1.95,2026-05-24 08:28:46.224904+00
12145,1.7,2026-05-24 08:29:02.600423+00
12146,3.65,2026-05-24 08:29:35.58898+00
12147,9.19,2026-05-24 08:30:08.326456+00
12148,9.36,2026-05-24 08:30:41.238593+00
12149,2.58,2026-05-24 08:31:06.100044+00
12150,1.76,2026-05-24 08:31:22.495592+00
12151,1.85,2026-05-24 08:31:47.22087+00
12152,1.46,2026-05-24 08:32:03.701452+00
12153,7.38,2026-05-24 08:32:44.669472+00
12154,2.45,2026-05-24 08:33:09.305924+00
12155,2.86,2026-05-24 08:33:34.118418+00
12156,3,2026-05-24 08:33:58.710973+00
12157,1.14,2026-05-24 08:34:15.218685+00
12158,1.48,2026-05-24 08:34:31.774949+00
12159,9.96,2026-05-24 08:35:04.357584+00
12160,1.06,2026-05-24 08:35:21.030026+00
12161,2.09,2026-05-24 08:35:45.652184+00
12162,14.57,2026-05-24 08:36:34.785462+00
12163,4.59,2026-05-24 08:36:59.403645+00
12164,1.26,2026-05-24 08:37:15.872815+00
12165,1.55,2026-05-24 08:37:40.788342+00
12166,1.01,2026-05-24 08:37:48.898102+00
12167,1.37,2026-05-24 08:38:04.598235+00
12168,3.12,2026-05-24 08:38:36.927986+00
12169,1.22,2026-05-24 08:38:53.565048+00
12170,2.43,2026-05-24 08:39:18.260395+00
12171,2.27,2026-05-24 08:39:43.016402+00
12172,2.88,2026-05-24 08:40:07.690312+00
12173,2.21,2026-05-24 08:40:32.351362+00
12174,2.06,2026-05-24 08:40:48.770956+00
12175,1.59,2026-05-24 08:41:13.255825+00
12176,3.51,2026-05-24 08:41:37.502593+00
12177,30.42,2026-05-24 08:42:34.672695+00
12178,1.28,2026-05-24 08:42:51.154146+00
12179,2.1,2026-05-24 08:43:15.726671+00
12180,1.39,2026-05-24 08:43:32.17787+00
12181,4.98,2026-05-24 08:44:04.411223+00
12182,1.9,2026-05-24 08:44:29.21806+00
12183,6.37,2026-05-24 08:45:01.856991+00
12184,8.07,2026-05-24 08:45:42.99762+00
12185,1.54,2026-05-24 08:45:59.342823+00
12186,1.07,2026-05-24 08:46:15.811976+00
12187,1.45,2026-05-24 08:46:31.733392+00
12188,2.08,2026-05-24 08:46:55.400747+00
12189,1.31,2026-05-24 08:47:11.373467+00
12190,1.74,2026-05-24 08:47:27.818517+00
12191,1.71,2026-05-24 08:47:52.417917+00
12192,1.05,2026-05-24 08:48:09.012859+00
12193,1.98,2026-05-24 08:48:25.080998+00
12194,1.34,2026-05-24 08:48:41.533006+00
12195,1.08,2026-05-24 08:48:58.093795+00
12196,10.71,2026-05-24 08:49:38.726915+00
12197,1.17,2026-05-24 08:49:55.27717+00
12198,3.95,2026-05-24 08:50:28.08664+00
12199,3.63,2026-05-24 08:50:52.490529+00
12200,1.53,2026-05-24 08:51:08.96225+00
12201,1.1,2026-05-24 08:51:25.213286+00
12202,1.01,2026-05-24 08:51:40.929056+00
12203,1.26,2026-05-24 08:51:56.647921+00
12204,2.61,2026-05-24 08:52:20.578987+00
