id,multiplier,recorded_at
7007,1.5600,2026-05-22 17:51:06.39032+00
7008,1.3800,2026-05-22 17:51:23.057094+00
7009,1.5900,2026-05-22 17:51:39.696112+00
7010,1.1600,2026-05-22 17:51:56.507396+00
7011,3.7300,2026-05-22 17:52:29.939509+00
7012,1.8400,2026-05-22 17:52:46.582679+00
7013,5.6400,2026-05-22 17:53:19.663143+00
7014,7.9900,2026-05-22 17:54:01.121642+00
7015,1.0600,2026-05-22 17:54:17.880027+00
7016,1.8300,2026-05-22 17:54:34.496443+00
7017,1.0800,2026-05-22 17:54:51.094926+00
7018,2.1300,2026-05-22 17:55:15.950453+00
7019,16.7600,2026-05-22 17:55:57.008798+00
7020,1.7700,2026-05-22 17:56:22.044019+00
7021,1.9400,2026-05-22 17:56:38.679226+00
7022,7.3900,2026-05-22 17:57:20.256976+00
7023,1.1700,2026-05-22 17:57:37.099698+00
7024,1.1200,2026-05-22 17:57:53.698874+00
7025,1.3600,2026-05-22 17:58:10.344112+00
7026,1.5900,2026-05-22 17:58:26.975067+00
7027,1.2100,2026-05-22 17:58:59.955125+00
7028,6.2300,2026-05-22 17:59:41.451821+00
7029,9.1900,2026-05-22 18:00:14.672723+00
7030,3.5300,2026-05-22 18:00:39.828229+00
7031,8.9200,2026-05-22 18:01:21.11193+00
7032,1.0700,2026-05-22 18:01:37.794987+00
7033,1.3200,2026-05-22 18:01:54.312007+00
7034,9.7700,2026-05-22 18:02:35.934246+00
7035,1.0100,2026-05-22 18:02:44.215039+00
7036,1.0900,2026-05-22 18:03:00.942901+00
7037,2.0500,2026-05-22 18:03:25.69418+00
7038,93.4200,2026-05-22 18:04:31.29504+00
7039,9.7600,2026-05-22 18:05:12.708484+00
7040,16.5900,2026-05-22 18:05:54.482603+00
7041,1.0700,2026-05-22 18:06:11.349067+00
7042,6.5300,2026-05-22 18:06:44.44799+00
7043,3.6900,2026-05-22 18:07:17.792661+00
7044,10.6000,2026-05-22 18:07:59.792976+00
7045,1.9400,2026-05-22 18:08:24.902631+00
7046,1.6600,2026-05-22 18:08:41.769706+00
7047,2.1200,2026-05-22 18:09:06.68701+00
7048,9.0700,2026-05-22 18:09:48.001734+00
7049,8.9700,2026-05-22 18:10:21.036721+00
7050,2.1500,2026-05-22 18:10:46.023438+00
7051,2.6200,2026-05-22 18:11:11.115819+00
7052,3.0600,2026-05-22 18:11:35.91244+00
7053,3.3900,2026-05-22 18:12:09.303418+00
7054,1.2200,2026-05-22 18:12:25.962449+00
7055,1.6100,2026-05-22 18:12:42.597786+00
7056,2.2400,2026-05-22 18:13:07.762379+00
7057,1.5200,2026-05-22 18:13:24.686432+00
7058,2.5600,2026-05-22 18:13:49.770256+00
7059,3.2900,2026-05-22 18:14:14.58979+00
7060,2.0500,2026-05-22 18:14:39.697552+00
7061,1.6400,2026-05-22 18:14:56.315458+00
7062,2.0300,2026-05-22 18:15:21.183732+00
7063,1.4400,2026-05-22 18:15:37.767138+00
7064,2.3100,2026-05-22 18:16:02.773019+00
7065,1.2500,2026-05-22 18:16:19.340744+00
7066,6.1600,2026-05-22 18:16:52.711424+00
7067,3.0300,2026-05-22 18:17:17.35919+00
7068,1.5500,2026-05-22 18:17:42.237008+00
7069,1.0700,2026-05-22 18:17:50.50569+00
7070,4.2300,2026-05-22 18:18:23.714153+00
7071,9.3000,2026-05-22 18:19:05.307898+00
7072,1.1400,2026-05-22 18:19:21.861681+00
7073,1.0900,2026-05-22 18:19:30.166788+00
7074,1.8800,2026-05-22 18:19:54.901019+00
7075,1.4900,2026-05-22 18:20:11.689908+00
7076,127.2400,2026-05-22 18:21:25.834736+00
7077,4.3200,2026-05-22 18:21:59.056214+00
7078,1.7000,2026-05-22 18:22:15.640306+00
7079,1.6900,2026-05-22 18:22:40.639917+00
7080,2.1800,2026-05-22 18:23:05.54172+00
7081,7.1800,2026-05-22 18:23:38.518038+00
7082,9.3900,2026-05-22 18:24:11.809418+00
7083,1.1000,2026-05-22 18:24:28.455042+00
7084,5.0900,2026-05-22 18:25:01.607161+00
7085,1.9400,2026-05-22 18:25:26.705226+00
7086,2.4800,2026-05-22 18:25:51.575083+00
7087,32.0900,2026-05-22 18:26:40.856711+00
7088,1.1700,2026-05-22 18:26:57.391193+00
7089,58.4400,2026-05-22 18:28:03.362493+00
7090,5.0900,2026-05-22 18:28:36.731381+00
7091,1.8800,2026-05-22 18:29:01.798718+00
7092,3.0200,2026-05-22 18:29:26.939518+00
7093,1.1000,2026-05-22 18:29:43.546037+00
7094,3.7600,2026-05-22 18:30:08.853898+00
7095,4.5700,2026-05-22 18:30:42.109052+00
7096,1.0600,2026-05-22 18:30:58.861635+00
7097,2.3200,2026-05-22 18:31:15.308695+00
7098,1.4000,2026-05-22 18:31:40.357822+00
7099,1.4100,2026-05-22 18:31:56.808321+00
7100,2.4100,2026-05-22 18:32:38.13874+00
7101,2.4400,2026-05-22 18:32:38.13874+00
7102,1.0200,2026-05-22 18:32:54.780246+00
7103,1.1300,2026-05-22 18:33:11.446096+00
7104,1.2000,2026-05-22 18:34:01.568727+00
7105,1.7000,2026-05-22 18:34:18.365102+00
7106,17.9900,2026-05-22 18:35:07.857736+00
7107,1.6700,2026-05-22 18:35:24.419736+00
7108,3.3600,2026-05-22 18:35:57.770169+00
7109,2.0600,2026-05-22 18:36:14.533419+00
7110,1.7100,2026-05-22 18:36:39.581511+00
7111,1.4300,2026-05-22 18:36:56.29232+00
7112,2.8000,2026-05-22 18:37:21.107011+00
7113,4.3000,2026-05-22 18:38:27.274012+00
7114,2.4000,2026-05-22 18:38:52.183932+00
7115,30.0000,2026-05-22 18:39:50.820183+00
7116,1.7300,2026-05-22 18:40:07.490652+00
7117,6.1900,2026-05-22 18:40:40.469595+00
7118,1.1900,2026-05-22 18:40:56.988355+00
7119,2.3500,2026-05-22 18:41:21.887477+00
7120,2.0500,2026-05-22 18:41:46.843917+00
7121,3.6500,2026-05-22 18:42:11.533613+00
7122,5.0900,2026-05-22 18:42:44.865144+00
7123,1.1200,2026-05-22 18:43:01.521584+00
7124,9.9000,2026-05-22 18:43:43.080071+00
7125,1.5400,2026-05-22 18:43:59.669061+00
7126,3.8800,2026-05-22 18:44:33.017083+00
7127,1.2900,2026-05-22 18:44:49.782641+00
7128,2.0700,2026-05-22 18:45:06.533165+00
7129,10.4100,2026-05-22 18:45:56.203016+00
7130,2.6700,2026-05-22 18:46:21.152105+00
7131,1.5900,2026-05-22 18:46:37.93858+00
7132,1.2000,2026-05-22 18:46:54.510905+00
7133,1.6800,2026-05-22 18:47:11.415786+00
7134,1.9800,2026-05-22 18:47:36.230687+00
7135,2.6500,2026-05-22 18:48:01.772565+00
7136,1.6200,2026-05-22 18:48:18.550927+00
7137,9.0700,2026-05-22 18:48:56.899665+00
7138,1.6900,2026-05-22 18:49:15.095605+00
7139,3.1300,2026-05-22 18:49:40.898586+00
7140,8.4700,2026-05-22 18:50:22.743808+00
7141,1.3000,2026-05-22 18:50:39.509488+00
7142,2.2100,2026-05-22 18:50:56.206999+00
7143,1.2400,2026-05-22 18:51:12.783737+00
7144,1.8300,2026-05-22 18:51:37.799485+00
7145,5.0800,2026-05-22 18:52:11.315202+00
7146,6.0400,2026-05-22 18:52:44.745673+00
7147,1.1400,2026-05-22 18:53:02.406023+00
7148,1.1200,2026-05-22 18:53:12.795168+00
7149,9.4200,2026-05-22 18:53:56.952728+00
7150,9.9200,2026-05-22 18:54:30.364956+00
7151,1.4300,2026-05-22 18:55:19.947422+00
7152,20.8200,2026-05-22 18:56:17.775587+00
7153,1.5200,2026-05-22 18:56:34.610368+00
7154,4.1300,2026-05-22 18:56:59.401622+00
7155,2.5800,2026-05-22 18:57:24.334064+00
7156,2.1700,2026-05-22 18:57:59.530257+00
7157,1.1200,2026-05-22 18:58:07.829062+00
7158,1.7400,2026-05-22 18:58:24.489122+00
7159,8.9800,2026-05-22 18:59:05.999248+00
7160,1.7400,2026-05-22 18:59:22.586034+00
7161,4.1200,2026-05-22 18:59:55.981242+00
7162,1.6900,2026-05-22 19:00:12.475735+00
7163,2.3800,2026-05-22 19:00:37.369163+00
7164,1.0700,2026-05-22 19:00:54.194942+00
7165,2.5400,2026-05-22 19:01:19.221368+00
7166,2.0300,2026-05-22 19:01:36.158073+00
7167,1.4600,2026-05-22 19:02:01.31099+00
7168,8.3200,2026-05-22 19:02:34.43474+00
7169,27.5000,2026-05-22 19:03:32.488058+00
7170,2.1100,2026-05-22 19:03:57.493919+00
7171,1.2100,2026-05-22 19:04:14.118095+00
7172,4.6700,2026-05-22 19:04:38.880629+00
7173,2.2500,2026-05-22 19:05:03.843205+00
7174,2.1000,2026-05-22 19:05:28.536572+00
7175,1.2100,2026-05-22 19:05:45.1682+00
7176,1.1500,2026-05-22 19:06:01.819731+00
7177,1.7500,2026-05-22 19:06:18.604735+00
7178,3.6700,2026-05-22 19:06:51.886696+00
7179,2.2800,2026-05-22 19:07:16.902425+00
7180,1.7100,2026-05-22 19:07:33.616811+00
7181,6.9900,2026-05-22 19:08:48.061415+00
7182,9.9200,2026-05-22 19:09:21.292884+00
7183,2.8800,2026-05-22 19:09:46.234014+00
7184,1.1200,2026-05-22 19:10:02.762917+00
7185,3.4800,2026-05-22 19:10:27.567599+00
7186,1.0500,2026-05-22 19:10:44.20715+00
7187,1.1000,2026-05-22 19:11:00.775681+00
7188,1.3600,2026-05-22 19:11:17.358721+00
7189,1.0400,2026-05-22 19:11:25.842046+00
7190,1.2800,2026-05-22 19:11:42.418043+00
7191,1.0900,2026-05-22 19:11:58.978404+00
7192,1.2300,2026-05-22 19:12:15.675225+00
7193,1.6300,2026-05-22 19:12:32.185095+00
7194,3.9200,2026-05-22 19:13:05.293343+00
7195,2.3200,2026-05-22 19:13:30.350308+00
7196,2.5000,2026-05-22 19:13:55.212324+00
7197,10.9000,2026-05-22 19:14:36.675402+00
7198,1.2800,2026-05-22 19:14:53.373329+00
7199,3.2200,2026-05-22 19:15:18.327483+00
7200,11.3000,2026-05-22 19:15:59.535032+00
7201,1.8700,2026-05-22 19:16:24.609045+00
7202,2.8000,2026-05-22 19:16:49.67701+00
7203,9.9900,2026-05-22 19:17:31.31202+00
7204,1.1400,2026-05-22 19:17:48.203655+00
7205,2.1300,2026-05-22 19:18:04.794405+00
7206,1.1600,2026-05-22 19:18:21.45305+00
7207,2.1700,2026-05-22 19:18:46.412655+00
7208,1.0100,2026-05-22 19:18:54.768918+00
7209,2.2300,2026-05-22 19:19:19.482881+00
7210,1.5400,2026-05-22 19:19:44.482786+00
7211,1.0400,2026-05-22 19:19:52.743458+00
7212,2.2100,2026-05-22 19:20:17.766579+00
7213,1.1500,2026-05-22 19:20:34.432645+00
7214,1.4600,2026-05-22 19:20:51.076168+00
7215,1.5900,2026-05-22 19:21:07.735059+00
7216,4.1700,2026-05-22 19:21:41.086005+00
7217,1.5700,2026-05-22 19:21:57.836217+00
7218,2.1400,2026-05-22 19:22:22.905627+00
7219,10.3400,2026-05-22 19:23:04.397997+00
7220,1.0400,2026-05-22 19:23:12.810901+00
7221,1.8300,2026-05-22 19:23:37.779934+00
7222,7.0100,2026-05-22 19:24:19.143179+00
7223,1.3600,2026-05-22 19:24:35.805491+00
7224,1.4300,2026-05-22 19:24:52.750607+00
7225,1.3500,2026-05-22 19:25:09.527242+00
7226,1.3700,2026-05-22 19:25:26.155385+00
7227,39.9000,2026-05-22 19:26:24.027042+00
7228,2.8900,2026-05-22 19:26:52.52861+00
7229,1.8900,2026-05-22 19:27:11.219059+00
7230,2.0800,2026-05-22 19:27:28.740717+00
7231,1.0700,2026-05-22 19:27:45.691809+00
7232,4.0000,2026-05-22 19:28:18.943301+00
7233,3.8800,2026-05-22 19:28:43.826905+00
7234,10.7300,2026-05-22 19:29:33.462017+00
7235,8.1100,2026-05-22 19:30:06.535731+00
7236,3.7000,2026-05-22 19:30:39.857914+00
7237,2.5900,2026-05-22 19:31:04.965161+00
7238,1.0400,2026-05-22 19:31:13.292886+00
7239,5.8000,2026-05-22 19:31:55.079411+00
7240,46.3700,2026-05-22 19:32:51.72579+00
7241,2.4600,2026-05-22 19:33:16.71734+00
7242,1.5500,2026-05-22 19:33:33.500373+00
7243,3.9100,2026-05-22 19:34:07.069078+00
7244,4.0100,2026-05-22 19:34:40.678255+00
7245,2.5000,2026-05-22 19:34:58.522215+00
7246,1.2300,2026-05-22 19:35:18.490542+00
7247,1.8200,2026-05-22 19:35:36.102167+00
7248,1.6600,2026-05-22 19:35:52.938993+00
7249,2.0400,2026-05-22 19:36:18.012972+00
7250,1.5600,2026-05-22 19:36:34.741018+00
7251,2.7300,2026-05-22 19:36:59.742328+00
7252,1.5000,2026-05-22 19:37:28.229928+00
7253,2.4000,2026-05-22 19:37:46.37558+00
7254,26.5300,2026-05-22 19:38:36.986193+00
7256,284.4600,2026-05-22 19:40:07.39587+00
7257,2.2400,2026-05-22 19:40:23.938882+00
7258,2.2300,2026-05-22 19:40:49.202501+00
7259,1.8100,2026-05-22 19:41:14.190782+00
7260,1.5400,2026-05-22 19:41:30.998059+00
7261,14.6000,2026-05-22 19:42:12.168352+00
7262,16.6700,2026-05-22 19:43:01.764054+00
7263,2.1000,2026-05-22 19:43:26.83705+00
7264,11.1200,2026-05-22 19:44:16.520581+00
7265,1.3100,2026-05-22 19:44:33.132503+00
7266,1.4100,2026-05-22 19:44:49.934879+00
7267,2.2500,2026-05-22 19:45:06.353397+00
7268,135.0000,2026-05-22 19:46:28.293805+00
7269,3.9600,2026-05-22 19:46:53.053988+00
7270,2.0400,2026-05-22 19:47:18.298507+00
7271,1.0100,2026-05-22 19:47:26.562371+00
7272,1.8100,2026-05-22 19:47:51.50313+00
7273,1.0200,2026-05-22 19:48:08.036892+00
7274,1.7800,2026-05-22 19:48:24.776327+00
7275,2.2700,2026-05-22 19:48:50.102706+00
7276,2.3200,2026-05-22 19:49:14.891474+00
7277,9.3900,2026-05-22 19:49:48.136972+00
7278,106.8600,2026-05-22 19:50:53.644015+00
7279,15.1100,2026-05-22 19:51:43.670434+00
7280,1.5100,2026-05-22 19:52:00.288376+00
7281,6.8500,2026-05-22 19:52:41.836342+00
7282,2.0300,2026-05-22 19:52:58.328938+00
7283,1.6000,2026-05-22 19:53:23.107997+00
7284,1.0700,2026-05-22 19:53:31.410077+00
7285,3.0900,2026-05-22 19:54:04.811335+00
7286,12.1200,2026-05-22 19:54:46.215474+00
7287,1.1400,2026-05-22 19:55:02.842577+00
7288,1.8800,2026-05-22 19:55:52.626277+00
7289,1.0800,2026-05-22 19:56:09.234695+00
7290,1.7500,2026-05-22 19:56:25.743343+00
7291,1.8000,2026-05-22 19:56:50.726408+00
7292,1.0300,2026-05-22 19:57:07.428677+00
7293,1.3000,2026-05-22 19:57:15.666537+00
7294,3.7800,2026-05-22 19:57:49.240623+00
7295,1.2000,2026-05-22 19:58:05.81945+00
7296,2.6100,2026-05-22 19:58:30.706609+00
7297,1.7500,2026-05-22 19:58:47.278804+00
7298,1.5700,2026-05-22 19:59:12.485984+00
7299,2.4500,2026-05-22 19:59:28.999018+00
7300,2.5100,2026-05-22 19:59:53.859484+00
7301,7.2400,2026-05-22 20:00:35.21507+00
7302,1.1300,2026-05-22 20:00:51.832062+00
7303,1.1000,2026-05-22 20:01:00.13041+00
7304,1.1300,2026-05-22 20:01:16.589931+00
7305,9.9000,2026-05-22 20:01:57.713569+00
7306,13.4400,2026-05-22 20:02:39.038808+00
7307,18.8300,2026-05-22 20:03:28.332135+00
7308,2.2700,2026-05-22 20:03:53.174197+00
7309,22.4600,2026-05-22 20:04:42.729955+00
7310,6.7400,2026-05-22 20:05:24.078094+00
7311,1.3000,2026-05-22 20:05:40.805218+00
7312,1.0200,2026-05-22 20:05:49.034475+00
7313,2.3300,2026-05-22 20:06:13.771049+00
7314,1.6300,2026-05-22 20:06:38.651614+00
7315,1.9300,2026-05-22 20:06:55.404729+00
7316,6.1900,2026-05-22 20:07:28.364546+00
7317,1.7800,2026-05-22 20:07:53.224341+00
7318,2.3700,2026-05-22 20:08:18.219465+00
7319,10.3800,2026-05-22 20:08:59.49588+00
7320,1.3600,2026-05-22 20:09:16.198067+00
7321,1.7300,2026-05-22 20:09:32.907449+00
7322,60.7500,2026-05-22 20:10:39.068022+00
7323,1.3000,2026-05-22 20:10:55.754863+00
7324,5.6900,2026-05-22 20:11:28.655387+00
7325,2.2600,2026-05-22 20:11:53.494625+00
7326,13.4300,2026-05-22 20:12:42.952438+00
7327,1.0300,2026-05-22 20:12:51.331689+00
7328,1.5300,2026-05-22 20:13:07.856983+00
7329,3.2200,2026-05-22 20:13:41.255016+00
7330,1.8400,2026-05-22 20:13:57.76803+00
7331,6.2000,2026-05-22 20:14:39.314224+00
7332,19.3700,2026-05-22 20:15:29.074884+00
7333,19.3400,2026-05-22 20:16:18.596029+00
7334,1.8900,2026-05-22 20:16:35.14587+00
7335,1.1000,2026-05-22 20:16:51.842736+00
7336,2.2700,2026-05-22 20:17:16.913678+00
7337,9.0800,2026-05-22 20:17:50.084576+00
7338,1.0800,2026-05-22 20:18:06.617816+00
7339,1.1800,2026-05-22 20:18:23.294013+00
7340,1.2500,2026-05-22 20:18:31.562395+00
7341,1.8900,2026-05-22 20:18:56.570231+00
7342,92.9600,2026-05-22 20:20:02.020327+00
7343,3.1000,2026-05-22 20:20:35.645745+00
7344,1.1600,2026-05-22 20:20:44.012744+00
7345,1.0400,2026-05-22 20:21:00.640327+00
7346,1.1600,2026-05-22 20:21:17.257049+00
7347,4.6100,2026-05-22 20:21:50.555356+00
7348,7.5600,2026-05-22 20:22:23.629054+00
7349,13.2200,2026-05-22 20:23:13.294082+00
7350,4.1900,2026-05-22 20:23:46.638734+00
7351,1.1400,2026-05-22 20:23:54.851998+00
7352,2.4900,2026-05-22 20:24:19.820648+00
7353,1.0200,2026-05-22 20:24:36.240272+00
7354,9.0400,2026-05-22 20:25:09.568108+00
7355,9.1100,2026-05-22 20:25:42.915879+00
7356,1.2400,2026-05-22 20:25:59.537014+00
7357,1.6500,2026-05-22 20:26:16.064018+00
7358,1.6200,2026-05-22 20:26:41.046574+00
7359,2.8000,2026-05-22 20:27:05.960883+00
7360,3.5900,2026-05-22 20:27:30.788398+00
7361,4.5300,2026-05-22 20:28:03.91592+00
7362,1.0100,2026-05-22 20:28:20.526786+00
7363,1.7800,2026-05-22 20:28:37.129127+00
7364,2.4100,2026-05-22 20:29:26.777287+00
7365,1.9900,2026-05-22 20:29:26.777287+00
7366,9.2100,2026-05-22 20:30:08.128651+00
7367,1.6700,2026-05-22 20:30:24.847964+00
7368,2.1100,2026-05-22 20:30:49.746539+00
7369,7.1900,2026-05-22 20:31:55.766569+00
7370,1.6400,2026-05-22 20:32:20.709638+00
7371,4.1800,2026-05-22 20:32:45.588622+00
7372,24.5000,2026-05-22 20:33:43.290519+00
7373,2.8400,2026-05-22 20:34:08.117252+00
7374,6.6000,2026-05-22 20:34:49.452659+00
7375,8.7700,2026-05-22 20:35:22.504154+00
7376,1.5100,2026-05-22 20:35:47.676752+00
7377,1.1500,2026-05-22 20:35:55.900752+00
7378,1.2800,2026-05-22 20:36:12.272269+00
7379,3.4000,2026-05-22 20:36:45.952662+00
7380,191.0000,2026-05-22 20:37:59.538596+00
7381,1.3200,2026-05-22 20:38:16.13483+00
7382,13.6200,2026-05-22 20:39:06.02787+00
7383,4.3200,2026-05-22 20:39:39.453015+00
7384,1.1700,2026-05-22 20:39:47.756251+00
7385,1.1500,2026-05-22 20:40:04.335783+00
7386,5.2000,2026-05-22 20:40:37.378824+00
7387,1.1900,2026-05-22 20:40:54.097581+00
7388,1.0300,2026-05-22 20:41:10.87805+00
7389,1.3200,2026-05-22 20:41:27.345957+00
7390,1.8200,2026-05-22 20:41:44.398198+00
7391,3.1600,2026-05-22 20:42:09.239483+00
7392,9.0700,2026-05-22 20:42:42.44144+00
7393,1.0900,2026-05-22 20:42:59.106613+00
7394,1.3900,2026-05-22 20:43:15.530445+00
7395,3.2900,2026-05-22 20:43:48.889915+00
7396,2.2400,2026-05-22 20:44:05.606836+00
7397,6.4200,2026-05-22 20:45:20.383212+00
7398,18.9000,2026-05-22 20:46:09.889719+00
7399,8.0900,2026-05-22 20:46:51.369746+00
7400,1.7900,2026-05-22 20:47:08.181156+00
7401,1.5700,2026-05-22 20:47:33.075792+00
7402,1.4100,2026-05-22 20:47:49.713886+00
7403,4.1800,2026-05-22 20:48:14.397735+00
7404,19.7100,2026-05-22 20:49:03.988936+00
7405,1.0500,2026-05-22 20:49:20.722581+00
7406,1.3700,2026-05-22 20:49:37.291915+00
7407,3.4500,2026-05-22 20:50:10.569509+00
7408,2.1000,2026-05-22 20:50:27.024737+00
7409,1.4900,2026-05-22 20:50:43.648888+00
7410,1.0100,2026-05-22 20:51:00.282977+00
7411,3.1800,2026-05-22 20:51:25.116313+00
7412,1.7000,2026-05-22 20:51:50.267939+00
7413,1.0300,2026-05-22 20:51:58.506978+00
7414,2.2900,2026-05-22 20:52:23.276871+00
7415,4.9100,2026-05-22 20:52:56.32753+00
7416,1.4500,2026-05-22 20:53:12.83858+00
7417,9.4000,2026-05-22 20:53:54.394886+00
7418,1.3400,2026-05-22 20:54:11.026071+00
7419,2.8900,2026-05-22 20:54:36.008834+00
7420,2.0600,2026-05-22 20:54:52.508886+00
7421,6.9200,2026-05-22 20:55:33.944029+00
7422,3.4300,2026-05-22 20:55:58.895949+00
7423,2.9100,2026-05-22 20:56:23.726488+00
7424,1.2400,2026-05-22 20:56:40.470037+00
7425,2.7600,2026-05-22 20:57:05.308013+00
7426,1.6700,2026-05-22 20:57:30.466681+00
7427,2.0900,2026-05-22 20:57:47.138418+00
7428,1.8400,2026-05-22 20:58:12.090943+00
7429,1.8800,2026-05-22 20:58:28.750389+00
7430,56.1200,2026-05-22 20:59:35.045316+00
7431,3.3400,2026-05-22 21:00:00.060165+00
7432,3.7000,2026-05-22 21:00:33.426094+00
7433,1.1700,2026-05-22 21:00:50.158297+00
7434,27.1600,2026-05-22 21:01:39.462203+00
7435,4.2600,2026-05-22 21:02:12.588305+00
7436,1.9800,2026-05-22 21:02:37.764382+00
7437,11.3500,2026-05-22 21:03:19.739491+00
7438,1.8600,2026-05-22 21:03:36.444864+00
7439,1.5600,2026-05-22 21:04:01.330917+00
7440,2.5100,2026-05-22 21:04:26.367707+00
7441,2.7600,2026-05-22 21:04:51.487576+00
7442,67.7000,2026-05-22 21:06:30.142962+00
7443,3.4700,2026-05-22 21:07:03.614354+00
7444,2.2600,2026-05-22 21:07:28.660422+00
7445,1.9300,2026-05-22 21:07:45.322743+00
7446,3.6700,2026-05-22 21:08:18.670981+00
7447,1.7600,2026-05-22 21:08:35.342302+00
7448,4.3900,2026-05-22 21:09:09.539207+00
7449,1.9500,2026-05-22 21:09:26.241932+00
7450,1.2700,2026-05-22 21:09:42.802449+00
7451,22.9500,2026-05-22 21:10:40.769731+00
7452,99.4900,2026-05-22 21:12:20.293885+00
7453,81.5400,2026-05-22 21:13:35.056647+00
7454,2.1200,2026-05-22 21:13:51.633+00
7455,12.7500,2026-05-22 21:14:41.664094+00
7456,1.3400,2026-05-22 21:14:58.275023+00
7457,1.8800,2026-05-22 21:15:15.083572+00
7458,2.1800,2026-05-22 21:15:39.983373+00
7459,1.3300,2026-05-22 21:15:56.50101+00
7460,1.0700,2026-05-22 21:16:13.016+00
7461,10.8500,2026-05-22 21:16:54.492781+00
7462,1.3900,2026-05-22 21:17:11.131394+00
7463,1.0700,2026-05-22 21:17:27.802439+00
7464,1.4600,2026-05-22 21:17:44.544871+00
7465,1.2100,2026-05-22 21:18:01.176933+00
7466,1.1400,2026-05-22 21:18:17.949917+00
7467,6.3100,2026-05-22 21:18:51.237982+00
7468,3.6000,2026-05-22 21:19:16.171788+00
7469,23.2000,2026-05-22 21:20:14.104246+00
7470,1.4700,2026-05-22 21:20:30.820234+00
7471,2.1700,2026-05-22 21:20:55.82019+00
7472,1.9000,2026-05-22 21:21:20.985728+00
7473,1.8000,2026-05-22 21:21:37.658176+00
7474,198.4500,2026-05-22 21:23:00.021054+00
7475,128.0800,2026-05-22 21:24:14.546922+00
7476,6.0000,2026-05-22 21:24:48.153795+00
7477,4.2600,2026-05-22 21:25:21.598995+00
7478,1.4500,2026-05-22 21:25:38.342605+00
7479,1.0100,2026-05-22 21:25:46.626996+00
7480,8.0900,2026-05-22 21:26:28.23481+00
7481,23.3500,2026-05-22 21:27:17.729416+00
7482,3.6400,2026-05-22 21:27:51.12907+00
7483,1.0200,2026-05-22 21:27:59.384135+00
7484,2.2600,2026-05-22 21:28:24.248051+00
7485,1.0400,2026-05-22 21:28:40.918441+00
7486,1.2700,2026-05-22 21:28:57.430366+00
7487,1.1300,2026-05-22 21:29:13.991728+00
7488,1.1500,2026-05-22 21:29:22.506532+00
7489,17.6900,2026-05-22 21:30:11.454138+00
7490,1.4200,2026-05-22 21:30:27.98964+00
7491,2.5500,2026-05-22 21:30:53.048498+00
7492,1.0800,2026-05-22 21:31:09.676956+00
7493,1.0600,2026-05-22 21:31:26.34816+00
7494,1.5500,2026-05-22 21:31:43.024746+00
7495,1.6600,2026-05-22 21:31:59.690896+00
7496,3.9500,2026-05-22 21:32:35.861808+00
7497,9.9900,2026-05-22 21:33:11.711383+00
7498,1.2700,2026-05-22 21:33:20.145163+00
7499,1.2700,2026-05-22 21:33:48.667863+00
7500,148.0000,2026-05-22 21:33:57.926345+00
7501,1.2600,2026-05-22 21:34:14.471474+00
7502,2.1800,2026-05-22 21:34:48.512652+00
7503,1.4400,2026-05-22 21:35:05.070673+00
7504,1.5800,2026-05-22 21:35:21.943024+00
7505,1.3100,2026-05-22 21:35:38.658204+00
7506,13.0100,2026-05-22 21:36:19.812943+00
7507,2.4800,2026-05-22 21:36:45.27611+00
7508,1.0600,2026-05-22 21:37:14.001004+00
7509,2.8800,2026-05-22 21:37:23.257739+00
7510,1.2600,2026-05-22 21:37:39.937085+00
7511,1.5200,2026-05-22 21:37:56.534467+00
7512,3.1000,2026-05-22 21:38:29.833017+00
7513,2.0600,2026-05-22 21:38:46.383989+00
7514,3.6800,2026-05-22 21:39:19.605629+00
7515,3.1800,2026-05-22 21:39:44.37213+00
7516,2.1500,2026-05-22 21:40:09.599076+00
7517,1.2600,2026-05-22 21:40:26.095698+00
7518,1.1700,2026-05-22 21:40:42.914001+00
7519,1.0200,2026-05-22 21:40:51.20399+00
7520,24.5600,2026-05-22 21:41:48.804125+00
7521,2.0100,2026-05-22 21:42:05.300709+00
7522,7.2300,2026-05-22 21:42:46.876127+00
7523,7.9600,2026-05-22 21:43:28.737244+00
7524,2.1800,2026-05-22 21:43:53.786676+00
7525,1.9000,2026-05-22 21:44:10.312978+00
7526,1.0100,2026-05-22 21:44:27.014677+00
7527,1.5400,2026-05-22 21:44:43.720074+00
7528,1.8200,2026-05-22 21:45:08.684043+00
7529,3.0100,2026-05-22 21:45:33.775127+00
7530,1.1600,2026-05-22 21:45:50.366009+00
7531,37.0000,2026-05-22 21:46:48.232789+00
7532,2.0700,2026-05-22 21:47:04.713506+00
7533,16.0900,2026-05-22 21:47:54.649938+00
7534,1.4700,2026-05-22 21:48:11.32796+00
7535,3.6000,2026-05-22 21:48:44.918455+00
7536,3.8300,2026-05-22 21:49:09.694821+00
7537,1.3200,2026-05-22 21:49:26.30354+00
7538,1.4500,2026-05-22 21:49:42.941402+00
7539,1.9900,2026-05-22 21:50:08.057682+00
7540,3.0100,2026-05-22 21:50:33.623101+00
7541,2.3100,2026-05-22 21:50:58.799616+00
7542,1.2900,2026-05-22 21:51:15.808695+00
7543,2.2500,2026-05-22 21:51:40.863064+00
7544,3.7900,2026-05-22 21:52:05.717981+00
7545,2.1200,2026-05-22 21:52:30.801217+00
