208,1.2800,2026-05-15 09:37:34.276959+00
209,1.3600,2026-05-15 09:37:52.398135+00
210,1.2300,2026-05-15 09:38:10.437115+00
211,3.1800,2026-05-15 09:38:34.39962+00
212,7.2200,2026-05-15 09:39:16.302144+00
213,1.0800,2026-05-15 09:39:28.380555+00
214,2.8100,2026-05-15 09:39:52.365382+00
215,1.0600,2026-05-15 09:40:10.599316+00
216,1.8500,2026-05-15 09:40:28.538967+00
217,2.3000,2026-05-15 09:40:52.504475+00
218,1.6300,2026-05-15 09:41:10.529565+00
219,11.9200,2026-05-15 09:41:58.23699+00
220,1.1800,2026-05-15 09:42:10.371333+00
221,0.4200,2026-05-15 09:42:46.299165+00
222,1.1800,2026-05-15 09:42:58.352511+00
223,1.6100,2026-05-15 09:43:16.370405+00
224,1.0100,2026-05-15 09:43:34.569428+00
225,0.2300,2026-05-15 09:44:04.357468+00
226,2.0000,2026-05-15 09:44:28.53959+00
227,1.3300,2026-05-15 09:44:46.698327+00
228,1.6200,2026-05-15 09:45:40.25705+00
229,1.3300,2026-05-15 09:45:58.288774+00
230,2.6900,2026-05-15 09:46:22.232979+00
231,4.9600,2026-05-15 09:46:57.987463+00
232,186.0440,2026-05-15 09:48:15.256698+00
233,3.9900,2026-05-15 09:48:45.176289+00
234,10.8700,2026-05-15 09:49:26.919054+00
235,9.7200,2026-05-15 09:50:08.544354+00
236,1.0600,2026-05-15 09:50:20.651802+00
237,2.8000,2026-05-15 09:50:50.661083+00
238,3.0600,2026-05-15 09:51:14.676967+00
239,10.2000,2026-05-15 09:51:56.460413+00
240,1.1100,2026-05-15 09:52:14.711333+00
241,1.1900,2026-05-15 09:52:26.848962+00
242,4.8000,2026-05-15 09:53:02.717087+00
243,1.8400,2026-05-15 09:53:20.809348+00
244,1.3300,2026-05-15 09:53:38.936013+00
245,1.1300,2026-05-15 09:53:50.99527+00
246,1.0400,2026-05-15 09:54:09.014779+00
247,3.0500,2026-05-15 09:54:38.854123+00
248,2.8000,2026-05-15 09:55:03.085314+00
249,1.4100,2026-05-15 09:55:21.031433+00
250,1.9800,2026-05-15 09:55:45.224949+00
251,1.2000,2026-05-15 09:55:57.355133+00
